,Label
14504,1
14505,1
14517,1
14518,1
14520,1
6583,0
5626,0
3087,1
2355,1
2302,1
188,1
12392,0
4008,1
206,1
279,1
4379,1
13827,1
5174,1
377,1
3038,1
9499,0
11322,0
11334,0
11599,0
5274,1
13530,1
10196,0
3153,1
200,1
6281,0
10737,0
12560,0
14568,1
14569,1
14687,1
14688,1
10251,0
6255,0
2523,1
9866,0
5077,1
10373,0
12104,0
12845,0
3808,1
3812,1
12811,0
8746,0
7192,0
9212,0
191,1
7040,0
10379,0
3472,1
7071,0
11903,0
3027,1
3028,1
3029,1
8960,0
10601,0
5685,0
4110,1
3887,1
9012,0
5347,1
5591,0
3538,1
11443,0
2054,1
5655,0
9503,0
10605,0
7865,0
10263,0
6003,0
5908,0
5953,0
6573,0
9940,0
14612,1
14615,1
14616,1
14617,1
1422,1
8038,0
8282,0
9100,0
2343,1
9773,0
9054,0
3202,1
4182,1
8708,0
7626,0
9897,0
4223,1
10549,0
1697,1
10653,0
12842,0
1038,1
7578,0
3980,1
7239,0
7290,0
8543,0
257,1
312,1
1567,1
11146,0
11150,0
12832,0
3862,1
11927,0
1235,1
15160,1
15161,1
11180,0
7083,0
7979,0
5033,1
14746,1
6974,0
4938,1
6256,0
8853,0
9590,0
8773,0
6881,0
8596,0
8600,0
13963,1
1805,1
6394,0
6594,0
10309,0
7579,0
6458,0
12709,0
9959,0
2341,1
949,1
950,1
9975,0
469,1
5875,0
1895,1
5814,0
12920,0
6620,0
13937,1
7535,0
12044,0
2266,1
2290,1
2291,1
2293,1
2295,1
2296,1
2298,1
2300,1
2305,1
2307,1
10071,0
10098,0
1175,1
8815,0
12274,0
8857,0
1696,1
9246,0
1052,1
12924,0
5083,1
4459,1
4666,1
12583,0
14059,1
10113,0
13483,1
7900,0
6305,0
6058,0
6233,0
9041,0
10901,0
5193,1
4577,1
1095,1
10639,0
4279,1
2424,1
11501,0
14199,1
2088,1
2132,1
2979,1
7724,0
550,1
5605,0
12390,0
11419,0
10939,0
4747,1
5516,1
1283,1
1294,1
1296,1
4041,1
13331,1
12467,0
8812,0
5990,0
9969,0
12882,0
1302,1
10314,0
10573,0
230,1
12476,0
11047,0
12053,0
6723,0
7471,0
6130,0
2168,1
7371,0
4845,1
4328,1
5195,1
12141,0
10540,0
5553,0
14106,1
6842,0
8194,0
4812,1
8769,0
5686,0
1405,1
8814,0
4448,1
4449,1
4663,1
8269,0
8791,0
12718,0
10669,0
2344,1
4521,1
10299,0
464,1
468,1
7138,0
10925,0
12202,0
11663,0
10917,0
2757,1
4167,1
5528,0
5557,0
8100,0
3388,1
546,1
7895,0
9830,0
11012,0
7794,0
11160,0
3352,1
7284,0
2276,1
12336,0
3531,1
3537,1
6370,0
8663,0
11785,0
2022,1
7609,0
9098,0
13416,1
6079,0
9303,0
12856,0
12469,0
5331,1
6827,0
2123,1
7550,0
12363,0
716,1
180,1
8604,0
12990,1
4958,1
3672,1
6910,0
8466,0
5959,0
1569,1
1576,1
1725,1
6175,0
4787,1
12704,0
4598,1
4615,1
3333,1
5876,0
7790,0
340,1
3830,1
1375,1
1861,1
9589,0
8138,0
10209,0
10221,0
10437,0
6796,0
6518,0
11051,0
14624,1
4347,1
1459,1
3223,1
6909,0
14272,1
5790,0
1738,1
9535,0
5928,0
4803,1
8294,0
5859,0
6603,0
10797,0
8778,0
9256,0
7894,0
8908,0
8240,0
9726,0
12351,0
13057,1
2576,1
12228,0
12724,0
12731,0
10366,0
7498,0
14442,1
379,1
387,1
389,1
394,1
12151,0
626,1
627,1
628,1
631,1
4420,1
6926,0
7852,0
1888,1
1545,1
3488,1
8549,0
8986,0
5244,1
5265,1
5269,1
8354,0
13842,1
6916,0
1636,1
106,1
6808,0
8429,0
13931,1
15201,1
5110,1
12529,0
14835,1
3872,1
14587,1
3346,1
7297,0
12715,0
12800,0
10743,0
1919,1
6261,0
7497,0
13101,1
13169,1
4628,1
3749,1
3982,1
11132,0
11135,0
11282,0
11325,0
11974,0
12499,0
13014,1
13021,1
13072,1
13130,1
13232,1
13313,1
13390,1
13494,1
775,1
1755,1
10623,0
12315,0
8474,0
3075,1
8833,0
3890,1
10017,0
6678,0
11998,0
10827,0
5919,0
9785,0
9822,0
5669,0
10200,0
5419,1
910,1
911,1
912,1
913,1
914,1
915,1
916,1
917,1
918,1
919,1
920,1
921,1
922,1
923,1
924,1
925,1
926,1
927,1
11694,0
13606,1
11847,0
12982,1
4059,1
7631,0
662,1
62,1
8864,0
11271,0
685,1
1666,1
8511,0
12973,0
6391,0
7932,0
8917,0
11185,0
511,1
11252,0
10946,0
10715,0
5956,0
5592,0
3134,1
3135,1
7590,0
4372,1
4380,1
8227,0
4955,1
12516,0
12590,0
7342,0
15094,1
3526,1
4664,1
9495,0
3990,1
5007,1
5663,0
717,1
14988,1
15209,1
2209,1
2361,1
3198,1
7517,0
11013,0
12602,0
13361,1
13696,1
5943,0
9953,0
7090,0
1614,1
1497,1
3265,1
12553,0
15165,1
12220,0
14209,1
2251,1
13643,1
1673,1
2838,1
11120,0
6608,0
4060,1
11085,0
2868,1
3338,1
3944,1
8265,0
12268,0
10624,0
492,1
6505,0
7408,0
5320,1
12608,0
3166,1
8915,0
6984,0
8564,0
14977,1
6185,0
9101,0
11656,0
11657,0
11658,0
11659,0
14213,1
12441,0
6690,0
833,1
2074,1
1161,1
3105,1
6444,0
294,1
2998,1
10414,0
10941,0
12868,0
1364,1
1672,1
2465,1
4973,1
7660,0
8231,0
10615,0
10029,0
10096,0
13513,1
1210,1
8704,0
9814,0
6411,0
2082,1
4524,1
15147,1
4147,1
10277,0
131,1
10037,0
10107,0
7715,0
453,1
2354,1
7527,0
3721,1
4536,1
9296,0
4052,1
7709,0
6992,0
5210,1
7828,0
1862,1
7893,0
8327,0
493,1
12905,0
14640,1
6940,0
7181,0
8266,0
2766,1
3904,1
3907,1
15185,1
339,1
11472,0
11473,0
11726,0
12023,0
12781,0
10174,0
11579,0
4814,1
8160,0
148,1
4421,1
4422,1
4423,1
4424,1
4425,1
4426,1
9146,0
5369,1
8365,0
9947,0
1271,1
1272,1
1273,1
1276,1
1277,1
1278,1
1279,1
2883,1
8609,0
9978,0
6752,0
536,1
9314,0
10973,0
5656,0
1267,1
8844,0
9082,0
6917,0
12303,0
5409,1
6526,0
6731,0
6775,0
7002,0
9300,0
21,1
2736,1
2810,1
2830,1
2889,1
2929,1
2957,1
3736,1
3743,1
3858,1
3877,1
3895,1
3948,1
3950,1
3959,1
3968,1
8223,0
5142,1
11580,0
4872,1
4884,1
2860,1
10042,0
10367,0
9454,0
5246,1
5253,1
7288,0
6087,0
10866,0
8827,0
4538,1
4874,1
11255,0
11261,0
11281,0
11330,0
11509,0
11511,0
11515,0
11639,0
11763,0
11813,0
11871,0
7341,0
12886,0
4648,1
4719,1
753,1
1917,1
5494,1
11212,0
10840,0
12533,0
13167,1
13424,1
13732,1
13756,1
13819,1
13832,1
13892,1
4282,1
9329,0
13581,1
5446,1
3139,1
13698,1
7435,0
6085,0
9130,0
6552,0
3527,1
14804,1
4673,1
4680,1
7101,0
8776,0
12382,0
289,1
5930,0
6218,0
6792,0
7251,0
8880,0
11744,0
6067,0
7245,0
4020,1
11183,0
12510,0
3705,1
10806,0
4070,1
4074,1
4077,1
4078,1
4079,1
4120,1
4121,1
7092,0
4139,1
3420,1
11809,0
11865,0
1728,1
1735,1
2236,1
10627,0
14428,1
7005,0
7094,0
5704,0
4785,1
6282,0
10130,0
10346,0
6726,0
3545,1
3844,1
3847,1
3961,1
3962,1
3963,1
3964,1
14671,1
8786,0
6970,0
7053,0
3763,1
4953,1
7186,0
12284,0
6198,0
5593,0
6758,0
11125,0
12814,0
14969,1
3586,1
10809,0
1766,1
9294,0
11339,0
11609,0
7950,0
838,1
2966,1
6210,0
8571,0
4689,1
3270,1
4171,1
2154,1
3460,1
1053,1
14716,1
14810,1
9900,0
8334,0
7013,0
13701,1
2334,1
6294,0
11240,0
6327,0
12655,0
9992,0
10027,0
9332,0
5584,0
5595,0
9648,0
2761,1
11728,0
11825,0
11224,0
11420,0
11507,0
11522,0
11665,0
13051,1
13168,1
13215,1
13304,1
13335,1
13362,1
13369,1
13410,1
13423,1
13456,1
13478,1
13484,1
13524,1
13608,1
13652,1
13686,1
13761,1
13840,1
13924,1
2582,1
13428,1
9331,0
10179,0
9709,0
14897,1
9878,0
6633,0
10776,0
4130,1
1299,1
1300,1
1307,1
1309,1
1313,1
1315,1
1317,1
1319,1
1336,1
187,1
5298,1
10416,0
7162,0
1495,1
1116,1
9916,0
11833,0
7244,0
13867,1
14282,1
489,1
10172,0
10326,0
10467,0
10766,0
9311,0
11297,0
13148,1
1753,1
6161,0
8816,0
7923,0
2455,1
13454,1
12753,0
9224,0
1965,1
8377,0
2450,1
6864,0
5971,0
5450,1
14546,1
14549,1
14604,1
14605,1
14695,1
14749,1
14750,1
5975,0
10204,0
227,1
5470,1
14879,1
1481,1
5992,0
8412,0
8830,0
9441,0
6962,0
12815,0
7398,0
7369,0
7531,0
1958,1
2081,1
7966,0
8587,0
5258,1
5337,1
105,1
11116,0
10652,0
11115,0
3569,1
12244,0
6743,0
4791,1
11118,0
10515,0
10554,0
10205,0
10456,0
1610,1
1264,1
1265,1
1266,1
1269,1
1270,1
12423,0
3209,1
9345,0
13002,1
2649,1
13229,1
2102,1
2103,1
12031,0
13265,1
5754,0
5004,1
5095,1
9344,0
3240,1
1059,1
10364,0
10014,0
13636,1
6117,0
11101,0
5679,0
10478,0
8502,0
1045,1
181,1
1536,1
7748,0
7767,0
8256,0
12332,0
10848,0
8721,0
5307,1
6409,0
7344,0
10116,0
10431,0
10582,0
4508,1
9366,0
13506,1
13794,1
13900,1
14161,1
6817,0
601,1
6773,0
9748,0
292,1
8514,0
8286,0
12643,0
8427,0
9092,0
820,1
8084,0
5483,1
7170,0
9576,0
7740,0
14290,1
13258,1
9713,0
5351,1
10235,0
677,1
6524,0
5289,1
7905,0
8669,0
1598,1
4614,1
4781,1
6345,0
6431,0
7939,0
11040,0
12182,0
7051,0
10803,0
1946,1
6440,0
5647,0
13198,1
11934,0
13687,1
14005,1
1847,1
12339,0
3645,1
3660,1
8243,0
8467,0
2137,1
7680,0
11136,0
11205,0
11230,0
11244,0
11568,0
13022,1
9125,0
6980,0
6559,0
7829,0
9076,0
10048,0
5295,1
3019,1
3187,1
12078,0
12558,0
5980,0
7528,0
7682,0
54,1
11123,0
10656,0
12491,0
6251,0
7060,0
5214,1
5225,1
5233,1
5238,1
5257,1
5261,1
14181,1
5041,1
6942,0
9548,0
7674,0
1682,1
2171,1
9002,0
9416,0
4633,1
7044,0
7150,0
12830,0
7197,0
14689,1
8820,0
11073,0
6250,0
9925,0
14547,1
15132,1
3363,1
9661,0
12174,0
14664,1
14665,1
11307,0
8049,0
10831,0
111,1
4590,1
9911,0
10648,0
10539,0
220,1
4034,1
12223,0
564,1
1447,1
11590,0
13464,1
5127,1
5996,0
14548,1
8795,0
7310,0
3993,1
2515,1
12665,0
12479,0
7442,0
8654,0
11359,0
3188,1
3280,1
3583,1
3669,1
4727,1
240,1
12131,0
621,1
2353,1
8159,0
1461,1
8841,0
11621,0
3484,1
3896,1
3958,1
7193,0
9579,0
9163,0
12248,0
5340,1
7356,0
12008,0
2972,1
5871,0
5642,0
5627,0
10887,0
12847,0
9297,0
5308,1
6041,0
10655,0
2603,1
583,1
4242,1
4886,1
4942,1
10268,0
8677,0
4985,1
120,1
5472,1
6414,0
14641,1
2789,1
12613,0
8858,0
1068,1
3357,1
5644,0
4523,1
5541,0
3351,1
9881,0
11166,0
13217,1
7387,0
12179,0
4952,1
12829,0
9489,0
13987,1
1119,1
5566,0
2416,1
12444,0
10464,0
14707,1
14708,1
2211,1
2533,1
13535,1
269,1
7745,0
8976,0
9640,0
9592,0
4149,1
9679,0
4686,1
8690,0
3447,1
56,1
2494,1
8115,0
12293,0
4929,1
12344,0
5205,1
5206,1
3102,1
5748,0
7737,0
6689,0
2802,1
14869,1
11421,0
11422,0
11423,0
11424,0
11717,0
13033,1
13306,1
13602,1
13621,1
13909,1
14082,1
14097,1
14135,1
14302,1
1591,1
118,1
1041,1
10742,0
5714,0
14790,1
10434,0
12036,0
10436,0
10533,0
10843,0
10458,0
275,1
7012,0
7233,0
7982,0
8849,0
8996,0
9208,0
7006,0
329,1
12767,0
8517,0
9684,0
10086,0
13510,1
12277,0
4478,1
6829,0
12865,0
9936,0
607,1
7825,0
2867,1
2203,1
9211,0
10847,0
195,1
2962,1
1609,1
5789,0
7906,0
8489,0
12543,0
6713,0
13468,1
13780,1
5502,1
5506,1
12454,0
3623,1
5759,0
79,1
2738,1
7096,0
8509,0
4556,1
4625,1
3074,1
4608,1
7854,0
13773,1
2181,1
2878,1
6762,0
3162,1
959,1
6105,0
11437,0
11512,0
11959,0
10481,0
2939,1
5874,0
9479,0
12555,0
8802,0
15081,1
15210,1
14454,1
2556,1
4650,1
4578,1
9217,0
762,1
763,1
1573,1
10078,0
9789,0
6565,0
14925,1
7780,0
7899,0
10890,0
10933,0
12751,0
4473,1
4529,1
4543,1
4707,1
4767,1
4888,1
4909,1
2428,1
6455,0
5561,0
10154,0
12742,0
8437,0
12626,0
5560,0
8384,0
2671,1
1651,1
3059,1
11926,0
1553,1
12059,0
9712,0
13418,1
10241,0
12287,0
7139,0
10953,0
1369,1
1642,1
6720,0
9716,0
2289,1
1099,1
7902,0
6010,0
2845,1
13578,1
3702,1
268,1
50,1
6669,0
6951,0
8219,0
9736,0
6674,0
6012,0
6699,0
2597,1
6751,0
10813,0
3734,1
2265,1
2332,1
10361,0
126,1
13436,1
7931,0
9974,0
13056,1
5510,1
7921,0
1843,1
11111,0
8837,0
12191,0
14542,1
9459,0
7391,0
11105,0
1089,1
460,1
8262,0
8732,0
7638,0
1203,1
5259,1
10673,0
8140,0
9530,0
9559,0
14137,1
6154,0
9779,0
7789,0
1370,1
5084,1
1751,1
10316,0
6668,0
6739,0
8789,0
8193,0
3284,1
3251,1
7484,0
3197,1
869,1
873,1
874,1
876,1
880,1
895,1
900,1
13029,1
13113,1
9980,0
5132,1
7240,0
11387,0
11915,0
13382,1
4400,1
8520,0
9181,0
7199,0
4472,1
3903,1
2143,1
7407,0
2695,1
5014,1
5160,1
3397,1
14899,1
14900,1
14901,1
15166,1
14448,1
14460,1
3664,1
13592,1
9638,0
13514,1
4959,1
8991,0
1155,1
8578,0
7563,0
354,1
11719,0
5389,1
12490,0
7333,0
12671,0
6481,0
11298,0
163,1
1466,1
4069,1
4072,1
4122,1
5768,0
9357,0
10420,0
10438,0
1565,1
7736,0
6400,0
7154,0
8360,0
9218,0
12333,0
6476,0
14760,1
14918,1
3374,1
9472,0
6371,0
3483,1
4572,1
4765,1
11983,0
12788,0
3104,1
3108,1
11092,0
4168,1
1689,1
3414,1
1208,1
3201,1
12355,0
7763,0
13511,1
4940,1
6220,0
7452,0
3136,1
3758,1
3761,1
2202,1
4497,1
2430,1
12834,0
1788,1
13039,1
3174,1
2882,1
6449,0
8593,0
8838,0
9009,0
9333,0
9400,0
9935,0
7713,0
1664,1
8834,0
4693,1
5188,1
5243,1
5260,1
5386,1
1626,1
2773,1
6769,0
7506,0
9643,0
1409,1
5696,0
6124,0
7129,0
7147,0
10124,0
10168,0
3937,1
6897,0
9467,0
8341,0
9555,0
14635,1
11681,0
11882,0
12506,0
13046,1
13434,1
13453,1
13533,1
13582,1
13603,1
13695,1
13876,1
13899,1
13914,1
14112,1
14147,1
1410,1
14526,1
7054,0
13838,1
12677,0
9369,0
8435,0
2207,1
1493,1
11024,0
10143,0
10320,0
7406,0
3297,1
3335,1
6941,0
8239,0
8906,0
14865,1
8168,0
12393,0
15076,1
15090,1
5049,1
5094,1
14733,1
14734,1
14852,1
5162,1
5372,1
8,1
8811,0
10996,0
11363,0
562,1
11357,0
11495,0
4906,1
9050,0
8782,0
6317,0
9801,0
1799,1
1600,1
6182,0
9504,0
4804,1
6889,0
10097,0
6570,0
2839,1
11089,0
5621,0
3233,1
3256,1
9378,0
14730,1
8142,0
3985,1
9202,0
10697,0
6956,0
3066,1
8158,0
8972,0
6287,0
10084,0
10091,0
7164,0
8968,0
5130,1
5966,0
15102,1
15103,1
6439,0
2907,1
51,1
190,1
13922,1
10607,0
12578,0
11310,0
8440,0
10688,0
6636,0
6167,0
8966,0
13734,1
6871,0
3412,1
10998,0
6073,0
12673,0
2546,1
14255,1
14279,1
14325,1
14348,1
14480,1
8796,0
6581,0
14411,1
14571,1
3445,1
7440,0
8753,0
8706,0
12545,0
10202,0
168,1
7069,0
10634,0
10057,0
14491,1
6390,0
8343,0
2826,1
694,1
695,1
6707,0
3443,1
4051,1
8876,0
14099,1
3492,1
6219,0
7302,0
9805,0
9183,0
12361,0
13731,1
3723,1
15167,1
15187,1
3444,1
2749,1
2824,1
2858,1
5473,1
9820,0
4889,1
7805,0
15084,1
14770,1
15040,1
15043,1
15074,1
8215,0
10767,0
44,1
6236,0
6810,0
3011,1
5848,0
6959,0
7526,0
8004,0
8803,0
9522,0
12932,0
2653,1
4138,1
11481,0
12143,0
10266,0
1927,1
7247,0
6064,0
13435,1
725,1
10167,0
10252,0
10559,0
1875,1
828,1
13439,1
13953,1
14073,1
14211,1
14285,1
14350,1
2584,1
9037,0
1786,1
994,1
5435,1
5436,1
5437,1
5658,0
5665,0
7082,0
11751,0
11994,0
11995,0
12777,0
13159,1
5300,1
774,1
1688,1
8195,0
2257,1
276,1
7201,0
5777,0
1418,1
13375,1
13893,1
13960,1
13968,1
14049,1
14172,1
14298,1
2433,1
13181,1
1061,1
7176,0
4910,1
6692,0
14550,1
14755,1
7347,0
2297,1
5317,1
504,1
14019,1
3146,1
6498,0
6513,0
6892,0
8851,0
12985,1
3541,1
7036,0
10990,0
2752,1
7042,0
13386,1
3071,1
3078,1
3373,1
3772,1
4880,1
12633,0
1263,1
8470,0
7127,0
1745,1
3290,1
3295,1
4843,1
1957,1
3125,1
2844,1
4340,1
5666,0
1643,1
7639,0
9797,0
2926,1
9580,0
2096,1
2212,1
15152,1
11059,0
1546,1
2109,1
2544,1
5977,0
7000,0
8860,0
8925,0
13564,1
10888,0
7319,0
9767,0
1721,1
3049,1
7964,0
12092,0
6475,0
12790,0
9253,0
2268,1
13260,1
4345,1
12200,0
649,1
704,1
9915,0
1252,1
3455,1
1542,1
4805,1
1618,1
6030,0
2516,1
81,1
8212,0
6718,0
6972,0
8397,0
1500,1
14084,1
14239,1
14337,1
14358,1
14662,1
841,1
482,1
7832,0
3385,1
5649,0
5695,0
5687,0
7759,0
8288,0
9710,0
2078,1
4321,1
2188,1
3303,1
11054,0
11200,0
8637,0
10823,0
6339,0
6625,0
4919,1
9302,0
9964,0
13163,1
4249,1
7721,0
10074,0
12849,0
9810,0
12139,0
7766,0
596,1
10719,0
9359,0
9741,0
4679,1
9108,0
609,1
3430,1
3431,1
5457,1
8112,0
706,1
835,1
3851,1
3054,1
11677,0
14098,1
4779,1
11011,0
8174,0
13156,1
13671,1
13674,1
13678,1
13679,1
13802,1
13814,1
13896,1
634,1
651,1
15,1
630,1
15227,1
10371,0
9420,0
10619,0
6734,0
7507,0
7641,0
8302,0
5807,0
12307,0
700,1
7104,0
7797,0
8040,0
12482,0
12903,0
9322,0
14724,1
4194,1
6060,0
10111,0
10497,0
4579,1
14249,1
10041,0
15058,1
2748,1
2862,1
10620,0
12701,0
4409,1
4416,1
4417,1
7070,0
8260,0
5625,0
7224,0
522,1
6540,0
4208,1
4213,1
9166,0
10208,0
9584,0
11598,0
11668,0
12073,0
11827,0
11878,0
6544,0
7055,0
7234,0
2153,1
6272,0
6401,0
6898,0
4021,1
1195,1
8217,0
1259,1
1260,1
1284,1
1295,1
1297,1
3441,1
10873,0
6838,0
13132,1
1326,1
8498,0
9880,0
8643,0
12465,0
3919,1
5508,1
10099,0
7595,0
9136,0
3594,1
3609,1
3649,1
1122,1
8000,0
3706,1
2411,1
6732,0
10947,0
8339,0
9854,0
11604,0
6599,0
13774,1
14445,1
8133,0
575,1
11730,0
6998,0
14613,1
14629,1
14630,1
4315,1
541,1
1255,1
1934,1
5025,1
12172,0
1183,1
2780,1
8941,0
10461,0
4429,1
6873,0
7443,0
1812,1
9807,0
12933,0
2805,1
3079,1
3467,1
3828,1
3829,1
3842,1
3845,1
3888,1
3892,1
3991,1
4087,1
4088,1
4129,1
4988,1
4989,1
4990,1
4992,1
4980,1
2814,1
484,1
5530,0
10125,0
7454,0
2059,1
2061,1
2934,1
3535,1
4274,1
14863,1
4292,1
12873,0
1211,1
10736,0
8794,0
140,1
4196,1
4565,1
2366,1
2375,1
2538,1
4293,1
7912,0
9000,0
8186,0
4544,1
13865,1
8124,0
9104,0
11776,0
12785,0
12786,0
13027,1
13028,1
13059,1
13060,1
13098,1
13137,1
13138,1
13139,1
13264,1
13346,1
13465,1
13466,1
15142,1
12246,0
4849,1
13940,1
3998,1
2459,1
9653,0
13303,1
13594,1
13920,1
1854,1
450,1
6132,0
6624,0
5133,1
8270,0
12946,0
1191,1
808,1
13512,1
1815,1
3093,1
2448,1
5586,0
198,1
2560,1
2562,1
12674,0
14614,1
14855,1
2299,1
3827,1
2315,1
10070,0
1808,1
5401,1
1298,1
1301,1
1303,1
1304,1
1306,1
1308,1
1310,1
1311,1
1312,1
4320,1
1852,1
12508,0
1357,1
7992,0
11548,0
12030,0
839,1
12827,0
12838,0
5684,0
9093,0
13612,1
10198,0
14944,1
2359,1
3755,1
4338,1
4584,1
4873,1
14779,1
14782,1
14978,1
14991,1
14992,1
14993,1
15066,1
15067,1
15068,1
15190,1
15191,1
15192,1
2490,1
6078,0
8395,0
12311,0
1842,1
11933,0
7057,0
9323,0
10613,0
7412,0
13174,1
13417,1
13727,1
855,1
865,1
3918,1
3976,1
10449,0
14745,1
14764,1
14766,1
14780,1
14972,1
14990,1
15022,1
15055,1
15056,1
3834,1
1442,1
3411,1
2632,1
5717,0
9045,0
10882,0
12353,0
5799,0
6413,0
2362,1
8345,0
3130,1
116,1
5793,0
5794,0
1329,1
6138,0
5482,1
2402,1
47,1
7361,0
9894,0
14762,1
14798,1
4950,1
2793,1
2811,1
3850,1
12015,0
384,1
390,1
391,1
392,1
10954,0
6527,0
6437,0
8131,0
8380,0
314,1
1513,1
2947,1
4858,1
8116,0
8942,0
9096,0
9955,0
11031,0
11769,0
11943,0
12727,0
12744,0
12971,0
13054,1
14189,1
4676,1
4510,1
2801,1
1371,1
2254,1
6090,0
10480,0
11145,0
11158,0
11191,0
11193,0
10195,0
7237,0
7375,0
7891,0
8371,0
8515,0
9070,0
10051,0
10180,0
14117,1
12934,0
8770,0
14563,1
14580,1
6095,0
7694,0
6381,0
3605,1
11648,0
11651,0
11652,0
13444,1
13543,1
13572,1
13772,1
2812,1
10104,0
2891,1
3181,1
3182,1
3250,1
4740,1
9513,0
