,Label
13228,1
9880,0
2653,1
4137,1
1894,1
8669,0
5513,1
3472,1
12779,0
10899,0
160,1
12385,0
9199,0
10822,0
15321,0
15347,0
4109,1
3883,1
3831,1
5426,1
8847,0
5863,0
3538,1
10741,0
2054,1
5455,1
4553,1
6182,0
7920,0
5683,0
8471,0
3177,1
3178,1
3183,1
7831,0
4782,1
12452,0
2532,1
2534,1
8513,0
5783,0
2343,1
5459,1
12909,0
3202,1
4181,1
7193,0
8976,0
272,1
2618,1
2619,1
4222,1
10787,0
1697,1
11789,0
1038,1
5987,0
8536,0
3979,1
13874,1
12577,0
3860,1
3452,1
3463,1
4130,1
13288,1
13367,1
13626,1
13984,1
14166,1
1235,1
13322,1
6769,0
930,1
932,1
934,1
937,1
941,1
942,1
943,1
944,1
946,1
947,1
948,1
953,1
957,1
958,1
5604,0
5368,1
4732,1
8528,0
5291,1
5295,1
8132,0
9044,0
10865,0
6067,0
9618,0
14775,0
1805,1
12951,0
11099,0
10637,0
10687,0
6289,0
13152,1
10255,0
2341,1
2346,1
2381,1
10266,0
469,1
11495,0
11554,0
11568,0
11639,0
11679,0
14377,1
14382,1
14403,1
14420,1
14424,1
14431,1
1895,1
5597,0
9541,0
8126,0
11582,0
11690,0
13659,1
7760,0
12346,0
6802,0
8627,0
1175,1
7291,0
8017,0
4913,1
7746,0
9132,0
1696,1
3782,1
4962,1
7652,0
7941,0
12454,0
1052,1
13578,1
15061,1
4458,1
8840,0
9218,0
10404,0
13969,1
154,1
4855,1
6794,0
9441,0
10471,0
10493,0
12053,0
6667,0
15474,1
13084,1
13156,1
9089,0
1323,1
5905,0
7468,0
4576,1
1095,1
12035,0
4754,1
4278,1
2424,1
10625,0
14981,1
2088,1
2770,1
2887,1
9729,0
550,1
5818,0
9455,0
8405,0
11988,0
6691,0
5073,1
5759,0
13509,1
4040,1
12299,0
12813,0
13579,1
1656,1
6836,0
10262,0
7856,0
1302,1
11434,0
11940,0
230,1
10011,0
11417,0
9339,0
7081,0
6190,0
14158,1
2168,1
1702,1
1935,1
10169,0
10273,0
10420,0
4326,1
5483,1
6436,0
8130,0
8379,0
9115,0
5813,0
14922,0
14947,1
6735,0
7188,0
5150,1
14493,1
5927,0
1405,1
9081,0
671,1
7121,0
8222,0
9877,0
10903,0
2629,1
2631,1
2645,1
8607,0
9357,0
464,1
468,1
6266,0
8094,0
9587,0
8706,0
11987,0
13066,1
13538,1
13586,1
13590,1
13655,1
13656,1
13657,1
13706,1
13707,1
13708,1
13763,1
12135,0
11188,0
2757,1
5626,0
10886,0
12846,0
14064,1
3388,1
11846,0
12981,1
546,1
9099,0
11056,0
7105,0
8044,0
2265,1
2332,1
10360,0
3352,1
10298,0
2276,1
7601,0
11905,0
13161,1
9814,0
14088,1
6354,0
9681,0
5614,0
12704,0
11648,0
2123,1
2328,1
4770,1
8794,0
716,1
180,1
2494,1
8114,0
12292,0
6760,0
7761,0
13697,1
5312,1
3666,1
6550,0
8708,0
20,1
5179,1
2731,1
2783,1
2803,1
3525,1
4786,1
6106,0
7469,0
7195,0
3333,1
6121,0
9598,0
340,1
3826,1
1375,1
1861,1
12341,0
8167,0
12392,0
12768,0
13867,1
13901,1
11306,0
10256,0
10411,0
10481,0
11507,0
11596,0
14661,1
14662,1
14715,1
14716,1
4344,1
1459,1
3223,1
14576,1
15112,0
9368,0
15019,1
11918,0
1738,1
9784,0
6069,0
9076,0
9732,0
4802,1
8526,0
14456,1
7913,0
13804,1
1731,1
11665,0
8406,0
12627,0
2835,1
2840,1
8194,0
9085,0
13749,1
2576,1
10970,0
8459,0
6538,0
7720,0
15265,0
1701,1
2321,1
2610,1
3118,1
15386,1
15597,1
6470,0
7632,0
8521,0
9739,0
4419,1
7317,0
9670,0
8102,0
1888,1
14566,0
10101,0
6028,0
6932,0
9447,0
15161,1
14634,0
10626,0
12201,0
1636,1
106,1
9635,0
5462,1
14726,1
8098,0
8338,0
9025,0
155,1
12220,0
3870,1
6487,0
399,1
401,1
403,1
406,1
409,1
411,1
412,1
414,1
418,1
419,1
424,1
425,1
427,1
428,1
429,1
430,1
431,1
433,1
435,1
9216,0
1919,1
15123,0
15126,0
15127,0
15549,1
14574,1
15128,0
4627,1
10421,0
10545,0
775,1
1755,1
9788,0
10905,0
8718,0
3075,1
4349,1
4350,1
3886,1
11743,0
7026,0
7419,0
6591,0
6249,0
10188,0
10128,0
12054,0
12644,0
1728,1
1735,1
2236,1
10519,0
5666,0
910,1
911,1
912,1
913,1
914,1
915,1
916,1
917,1
918,1
919,1
920,1
921,1
922,1
923,1
924,1
925,1
926,1
927,1
11693,0
11288,0
6315,0
4058,1
7936,0
662,1
8814,0
12630,0
12475,0
8763,0
12142,0
6900,0
7624,0
8018,0
13527,1
511,1
5342,1
6682,0
10075,0
10257,0
10274,0
10550,0
8479,0
9537,0
12482,0
5638,0
5647,0
5748,0
5751,0
11676,0
11080,0
12355,0
11952,0
13691,1
4973,1
4978,1
8473,0
4954,1
12199,0
7322,0
11615,0
6879,0
9747,0
3989,1
5006,1
5955,0
717,1
5652,0
10700,0
6269,0
7752,0
10249,0
6504,0
1614,1
1497,1
3265,1
8296,0
2197,1
11868,0
7593,0
10800,0
2251,1
14416,1
1673,1
2838,1
8891,0
7579,0
4059,1
11500,0
2868,1
3338,1
3943,1
8502,0
12583,0
12354,0
492,1
6843,0
15445,1
12855,0
5904,0
3166,1
8390,0
7793,0
12569,0
316,1
8047,0
11096,0
12252,0
12974,0
13332,1
9721,0
5331,1
12788,0
7009,0
13643,1
1161,1
3105,1
9988,0
294,1
2998,1
11104,0
8157,0
12428,0
7562,0
10424,0
10517,0
10195,0
1210,1
525,1
5286,1
7984,0
13100,1
13168,1
2082,1
4523,1
7759,0
4146,1
10838,0
131,1
2650,1
2895,1
6332,0
7955,0
453,1
2354,1
8504,0
9842,0
3719,1
4535,1
9547,0
4051,1
4509,1
7370,0
5209,1
3030,1
5555,0
1862,1
2524,1
2921,1
5678,0
493,1
10123,0
10167,0
3575,1
13043,1
6044,0
9308,0
11785,0
339,1
13251,1
13612,1
14307,1
14308,1
14338,1
12642,0
12079,0
4813,1
10976,0
5880,0
148,1
7005,0
5685,0
6856,0
9138,0
8365,0
1395,1
6428,0
7097,0
7840,0
7888,0
10222,0
10369,0
2883,1
6564,0
9996,0
536,1
9563,0
15278,0
15279,0
15280,0
15450,0
7367,0
1267,1
10705,0
15000,0
15457,0
11487,0
12867,0
5970,0
5506,1
8466,0
5141,1
8730,0
4871,1
4883,1
2860,1
10015,0
10135,0
10202,0
4597,1
4614,1
12185,0
6004,0
9632,0
13942,1
12304,0
8074,0
5249,1
5255,1
14435,1
14451,1
14455,1
14465,1
14466,1
14469,1
14507,1
14512,1
14527,1
14535,1
14539,1
9512,0
12318,0
4106,1
11631,0
753,1
2742,1
2743,1
12742,0
11072,0
8785,0
3428,1
3474,1
4281,1
9580,0
9240,0
5684,0
3139,1
13503,1
8962,0
6368,0
12527,0
6260,0
3527,1
32,1
34,1
6285,0
7844,0
8787,0
9338,0
9807,0
289,1
10622,0
12180,0
2469,1
2557,1
3605,1
4019,1
11645,0
5888,0
3703,1
11249,0
11377,0
11497,0
11721,0
4536,1
4701,1
4792,1
4999,1
5027,1
5118,1
5122,1
5874,0
6232,0
9040,0
4138,1
3420,1
15009,1
12225,0
13478,1
12633,0
9386,0
9550,0
12134,0
6858,0
9192,0
15399,1
6018,0
11153,0
12312,0
7640,0
4200,1
4202,1
4203,1
4204,1
4208,1
4209,1
4211,1
9484,0
13396,1
2262,1
2264,1
2336,1
4944,1
4945,1
4435,1
4451,1
7580,0
9505,0
10704,0
10875,0
8277,0
7123,0
11603,0
13373,1
10844,0
3585,1
10004,0
1766,1
3164,1
7396,0
9203,0
11297,0
8180,0
838,1
2966,1
6582,0
772,1
787,1
4688,1
3270,1
4170,1
2154,1
3460,1
1053,1
12457,0
2241,1
7515,0
9603,0
8572,0
7372,0
8096,0
13671,1
13768,1
13833,1
13848,1
13865,1
13966,1
14080,1
14106,1
14298,1
117,1
15443,1
9492,0
11058,0
9590,0
11028,0
9899,0
2761,1
10435,0
10532,0
2569,1
4331,1
14588,1
14615,1
14731,1
14732,1
14874,1
14876,1
14904,1
14910,1
15286,0
15392,1
15396,1
15397,1
15398,1
15401,1
15408,1
15508,1
15533,0
15541,1
15542,1
15543,0
15544,1
15550,0
15551,0
15552,0
15554,0
2582,1
12608,0
13388,1
9588,0
10498,0
6092,0
13482,1
15194,1
6969,0
6668,0
6950,0
4129,1
1598,1
4613,1
4780,1
6344,0
6430,0
7938,0
11039,0
12181,0
1336,1
187,1
5297,1
12419,0
13563,1
1495,1
1116,1
724,1
726,1
10132,0
7190,0
12649,0
489,1
11946,0
13970,1
14082,1
5869,0
14130,1
5653,0
13821,1
1753,1
6070,0
8742,0
191,1
7039,0
9493,0
2455,1
14116,1
13234,1
9471,0
1965,1
8621,0
2450,1
7035,0
560,1
579,1
5449,1
8344,0
6296,0
5581,0
10525,0
11729,0
3885,1
3976,1
5053,1
9337,0
10031,0
11024,0
9865,0
1958,1
8635,0
5257,1
5336,1
105,1
10861,0
51,1
190,1
5605,0
11673,0
11862,0
4092,1
4100,1
10112,0
4790,1
11590,0
15114,0
4891,1
1610,1
6413,0
13903,1
13951,1
3209,1
9597,0
8856,0
2649,1
6383,0
7143,0
9205,0
8318,0
14901,1
5710,0
6982,0
8266,0
12933,0
12461,0
3240,1
1059,1
3067,1
3158,1
7833,0
9172,0
11119,0
10807,0
6554,0
7017,0
7096,0
10621,0
10748,0
9745,0
1045,1
377,1
3038,1
9498,0
11321,0
11333,0
11598,0
8958,0
227,1
5469,1
5306,1
14103,1
11340,0
13505,1
13793,1
13899,1
14160,1
2767,1
3939,1
3942,1
13435,1
13311,1
601,1
1001,1
11194,0
10754,0
292,1
7782,0
8460,0
8650,0
8254,0
11864,0
12543,0
820,1
8308,0
5482,1
5971,0
8544,0
13210,1
15024,0
13921,1
9980,0
5350,1
14497,1
677,1
6863,0
5288,1
257,1
312,1
1567,1
11145,0
11149,0
12831,0
4381,1
4382,1
7408,0
9936,0
1946,1
6795,0
5646,0
11959,0
14570,1
14571,1
15085,1
1847,1
2812,1
6688,0
5817,0
10035,0
8489,0
8710,0
2137,1
9098,0
9144,0
13610,1
5534,0
5562,0
5828,0
7358,0
4918,1
9301,0
9963,0
10854,0
5294,1
3462,1
3862,1
12382,0
2773,1
6768,0
7505,0
12914,0
54,1
11595,0
10885,0
9749,0
12667,0
275,1
7011,0
7232,0
7981,0
8848,0
8995,0
9207,0
10672,0
14961,1
13582,1
14799,1
14800,1
14807,1
14995,1
15174,1
7911,0
1682,1
2171,1
6611,0
7849,0
10924,0
4632,1
3167,1
7898,0
8849,0
13761,1
15535,0
2866,1
5639,0
5658,0
14628,0
14631,0
14822,1
6619,0
10067,0
13034,1
3363,1
265,1
12227,0
15365,0
15574,0
12133,0
8566,0
12110,0
1475,1
6546,0
9523,0
12821,0
10783,0
11574,0
11714,0
11890,0
13006,1
12536,0
564,1
1447,1
12584,0
11001,0
6002,0
5126,1
6327,0
14608,1
9059,0
9685,0
3992,1
2515,1
6169,0
12830,0
7893,0
8907,0
11913,0
3884,1
3926,1
3930,1
3973,1
4726,1
240,1
7293,0
621,1
2353,1
15258,0
15259,0
15504,0
1461,1
8839,0
11025,0
11075,0
7582,0
7770,0
5984,0
11146,0
11148,0
11150,0
11154,0
11155,0
11156,0
11198,0
11233,0
12412,0
12697,0
13194,1
13340,1
5339,1
6015,0
7320,0
8766,0
13215,1
2972,1
6187,0
5641,0
12173,0
12818,0
5307,1
10972,0
8519,0
2603,1
583,1
4241,1
5468,1
8893,0
10609,0
13687,1
4984,1
120,1
5471,1
13252,1
7625,0
9896,0
2789,1
13589,1
9135,0
1068,1
3357,1
5643,0
4522,1
5540,0
3351,1
6997,0
11710,0
13871,1
7604,0
5587,0
5610,0
4951,1
13395,1
7685,0
14798,0
1119,1
5565,0
2416,1
14173,1
12373,0
6789,0
2211,1
2533,1
7215,0
269,1
7985,0
4371,1
4379,1
12431,0
4148,1
14630,1
4685,1
8959,0
3447,1
56,1
1065,1
1071,1
1073,1
1075,1
1092,1
4928,1
848,1
851,1
859,1
7282,0
3102,1
5747,0
609,1
3430,1
3431,1
5997,0
7036,0
2802,1
276,1
7200,0
314,1
1513,1
2947,1
4857,1
8115,0
8941,0
9095,0
9954,0
11030,0
11768,0
11942,0
12726,0
12743,0
12970,0
13053,1
1591,1
118,1
1041,1
7283,0
5713,0
8083,0
6651,0
10721,0
13529,1
6326,0
12654,0
10688,0
12037,0
324,1
3061,1
3063,1
3432,1
3540,1
3877,1
3878,1
14783,0
7380,0
329,1
2632,1
6938,0
10383,0
11491,0
7390,0
4477,1
7355,0
11294,0
12317,0
607,1
8803,0
2867,1
11016,0
2203,1
15034,1
195,1
2962,1
1609,1
5788,0
11612,0
10835,0
7066,0
6632,0
14781,0
15040,1
3657,1
3770,1
3620,1
5758,0
79,1
2738,1
14668,0
6645,0
3074,1
4607,1
4351,1
4363,1
4364,1
4365,1
12650,0
2181,1
7393,0
11200,0
11535,0
2878,1
7126,0
6348,0
3162,1
959,1
10166,0
13128,1
13718,1
12301,0
143,1
334,1
2939,1
9718,0
4411,1
4413,1
7475,0
11047,0
14936,1
4577,1
9027,0
11550,0
1573,1
10959,0
9768,0
11811,0
6475,0
13246,1
6060,0
9416,0
13366,1
14011,1
14356,1
6104,0
12077,0
2428,1
11578,0
5560,0
15036,1
9251,0
6712,0
5559,0
11795,0
2671,1
1651,1
3059,1
12285,0
1553,1
1653,1
9867,0
9979,0
14091,1
10582,0
12606,0
7470,0
11253,0
1369,1
1642,1
11701,0
12659,0
9984,0
2289,1
1099,1
12553,0
6009,0
2845,1
649,1
704,1
3699,1
268,1
50,1
9273,0
7361,0
7023,0
12315,0
2597,1
6581,0
11038,0
3732,1
2520,1
3022,1
14627,1
126,1
15546,0
2981,1
3966,1
12203,0
13243,1
8744,0
5509,1
8146,0
1843,1
14478,1
14944,0
15147,1
6586,0
7615,0
8756,0
15310,0
9708,0
3001,1
9183,0
1089,1
6263,0
460,1
6257,0
8808,0
8825,0
12029,0
1203,1
5258,1
9090,0
7609,0
14506,1
14939,1
11389,0
11395,0
6720,0
1370,1
5083,1
1751,1
9113,0
10512,0
9969,0
7019,0
7116,0
7387,0
11011,0
2371,1
3106,1
3573,1
3574,1
3284,1
3251,1
7709,0
3197,1
1054,1
8886,0
6614,0
10272,0
7068,0
4399,1
8009,0
7550,0
9118,0
7114,0
7476,0
9525,0
4471,1
3901,1
2143,1
7612,0
2695,1
5583,0
5594,0
3397,1
970,1
973,1
985,1
992,1
11663,0
10480,0
3662,1
2912,1
4104,1
10882,0
14215,1
4958,1
9231,0
1155,1
345,1
6358,0
6361,0
6962,0
8320,0
9456,0
9634,0
10703,0
10713,0
3104,1
3108,1
9909,0
5388,1
8090,0
9188,0
6706,0
8677,0
6453,0
10216,0
11808,0
9198,0
163,1
1466,1
10189,0
5767,0
6677,0
3015,1
7837,0
8078,0
8515,0
9600,0
11207,0
14894,1
15186,1
14190,1
14328,1
3374,1
13265,1
6715,0
3483,1
15178,1
14154,1
14268,1
15149,1
11059,0
4167,1
9794,0
1208,1
3201,1
10055,0
6954,0
14198,1
4939,1
6219,0
15145,1
13434,1
3136,1
12379,0
2202,1
4496,1
2430,1
8239,0
6376,0
1788,1
12685,0
3174,1
2882,1
10309,0
6989,0
1664,1
13229,1
7084,0
7590,0
8066,0
8594,0
5385,1
1626,1
7597,0
10938,0
13480,1
6123,0
10900,0
8707,0
3936,1
7263,0
8675,0
12223,0
9803,0
15469,1
15605,0
1410,1
7192,0
9578,0
49,1
12825,0
8402,0
13056,1
10638,0
8689,0
2207,1
1493,1
11358,0
8897,0
9602,0
8875,0
7471,0
9667,0
7328,0
12511,0
7271,0
9752,0
14461,1
14191,1
14211,1
12086,0
3670,1
3744,1
5161,1
5371,1
1616,1
12597,0
8462,0
562,1
12683,0
4905,1
14447,1
14459,1
13887,1
9049,0
10463,0
1799,1
1600,1
6630,0
6181,0
1067,1
1072,1
1080,1
4803,1
6657,0
9244,0
11310,0
6898,0
2839,1
13896,1
5620,0
1569,1
1576,1
1725,1
6174,0
12207,0
15562,0
7901,0
6945,0
8457,0
3984,1
9453,0
10931,0
7340,0
3066,1
8397,0
9705,0
12168,0
6286,0
13699,1
10425,0
10495,0
10555,0
9212,0
5129,1
5965,0
7851,0
6438,0
2907,1
3100,1
10968,0
11429,0
12912,0
7762,0
9280,0
10919,0
6973,0
6166,0
14514,1
14499,1
7249,0
3888,1
3890,1
6072,0
13054,1
2546,1
9857,0
9061,0
2124,1
2908,1
15122,1
15351,1
3445,1
7867,0
12666,0
14355,1
8688,0
8866,0
1968,1
1978,1
10523,0
168,1
9604,0
10577,0
6947,0
12404,0
8218,0
9735,0
2826,1
13088,1
7053,0
3443,1
4050,1
6965,0
7729,0
8729,0
10020,0
10858,0
13635,1
3492,1
6488,0
8867,0
7089,0
12900,0
10805,0
12049,0
3444,1
8606,0
5472,1
12219,0
4888,1
8057,0
9228,0
778,1
802,1
803,1
804,1
805,1
7832,0
9319,0
9180,0
7978,0
755,1
756,1
757,1
3011,1
10654,0
2968,1
2969,1
12041,0
11226,0
5422,1
5447,1
1927,1
1880,1
6063,0
14107,1
725,1
1361,1
8207,0
540,1
7748,0
8445,0
10585,0
11512,0
12868,0
1875,1
828,1
14266,1
14445,1
2584,1
12410,0
1786,1
994,1
8264,0
9677,0
4583,1
10913,0
5299,1
774,1
1688,1
8846,0
2257,1
12567,0
5776,0
1418,1
13587,1
2433,1
13842,1
1061,1
10666,0
4909,1
1298,1
1301,1
1303,1
1304,1
1306,1
1308,1
1310,1
1311,1
1312,1
3188,1
3280,1
3583,1
3668,1
14453,1
2297,1
5316,1
504,1
2448,1
3146,1
1064,1
1096,1
5048,1
5093,1
3541,1
6026,0
7568,0
7417,0
6346,0
6862,0
2752,1
2299,1
9929,0
8618,0
10797,0
10804,0
1263,1
6390,0
7931,0
8916,0
5990,0
9970,0
2852,1
2856,1
3562,1
3579,1
2740,1
2765,1
2844,1
4337,1
5665,0
1643,1
13541,1
10093,0
2926,1
7181,0
2755,1
2759,1
6689,0
9186,0
6822,0
9111,0
1546,1
2109,1
2544,1
5976,0
10104,0
10486,0
14291,1
11118,0
5313,1
10040,0
1721,1
3049,1
8158,0
6118,0
6424,0
7542,0
15410,1
15411,1
11015,0
2268,1
13922,1
4341,1
14623,1
15226,1
2198,1
3740,1
11784,0
1252,1
6870,0
3455,1
1542,1
4804,1
1618,1
6860,0
6029,0
2516,1
9637,0
6717,0
189,1
1500,1
7161,0
8920,0
841,1
482,1
8085,0
3385,1
5648,0
5694,0
5686,0
7999,0
10315,0
11831,0
15129,0
11922,0
12011,0
8917,0
14555,1
14796,0
14858,1
14872,0
15076,0
15610,0
13854,1
5969,0
7877,0
9720,0
13834,1
4248,1
7961,0
10610,0
10707,0
8564,0
13936,1
7010,0
596,1
10950,0
12872,0
4298,1
4300,1
11647,0
11650,0
11651,0
13443,1
13542,1
13571,1
13771,1
4678,1
9334,0
8111,0
5456,1
8340,0
14114,1
3848,1
3054,1
9380,0
7259,0
13431,1
4778,1
10708,0
10237,0
9566,0
11977,0
1350,1
11054,0
15,1
630,1
1608,1
4843,1
12395,0
8374,0
10836,0
7095,0
8508,0
13609,1
15167,1
15172,1
5806,0
1371,1
2254,1
6089,0
10479,0
11144,0
11157,0
11190,0
11192,0
700,1
9065,0
12832,0
14794,1
14795,1
14996,1
14997,1
9567,0
15553,0
4193,1
6059,0
13911,1
4578,1
10430,0
10581,0
14604,0
6402,0
7495,0
2748,1
2862,1
10839,0
9436,0
5711,0
5780,0
5797,0
1256,1
3356,1
4295,1
4814,1
6378,0
12393,0
13241,1
13450,1
13564,1
14746,1
5624,0
7519,0
5434,1
5435,1
5436,1
522,1
6539,0
4207,1
4212,1
9405,0
10529,0
9830,0
13467,1
13779,1
12376,0
10923,0
12337,0
6543,0
1852,1
10142,0
10319,0
2153,1
10120,0
7287,0
4020,1
1195,1
7804,0
2871,1
2915,1
2945,1
5373,1
8991,0
3441,1
10941,0
6837,0
13806,1
2513,1
2591,1
7537,0
10706,0
8923,0
12810,0
3918,1
5507,1
13652,1
11616,0
9367,0
6243,0
8754,0
1122,1
8138,0
3704,1
2411,1
6731,0
11247,0
8576,0
8826,0
9483,0
6598,0
7986,0
6616,0
8056,0
8750,0
575,1
6937,0
10013,0
7377,0
14724,1
4314,1
541,1
1255,1
1934,1
5024,1
12474,0
1183,1
2780,1
10092,0
10561,0
4428,1
6872,0
8720,0
1812,1
13121,1
13407,1
13487,1
13857,1
13987,1
14052,1
14084,1
14110,1
14176,1
14221,1
14243,1
14309,1
14343,1
14363,1
14364,1
