Scaffold,Pos,Neg,OddsRatio,p_value,Pos_freq,Neg_freq,Enrichment,log2_Enrichment,Significant
O=C(NNC(=O)c1cc2ccccc2[nH]c1=O)c1ccccc1,9,0,inf,0.004214393101203139,0.0010786193672099713,0.0,,,False
c1ccsc1,1,10,0.0908546086539614,0.004550513966943085,0.00011984659635666346,0.0013175230566534915,0.09096356663470756,-3.4585673671042994,False
c1ccc(-c2nn[nH]n2)cc1,1,10,0.0908546086539614,0.004550513966943085,0.00011984659635666346,0.0013175230566534915,0.09096356663470756,-3.4585673671042994,False
O=c1cc(CN2CCNCC2)c2ccccc2o1,0,7,0.0,0.005556345507240686,0.0,0.000922266139657444,0.0,-inf,False
c1ccc(-c2nnco2)cc1,0,7,0.0,0.005556345507240686,0.0,0.000922266139657444,0.0,-inf,False
O=C(Nc1nncs1)c1ccccc1,0,7,0.0,0.005556345507240686,0.0,0.000922266139657444,0.0,-inf,False
c1ccc2occc2c1,0,7,0.0,0.005556345507240686,0.0,0.000922266139657444,0.0,-inf,False
O=c1[nH]cnc2sccc12,0,7,0.0,0.005556345507240686,0.0,0.000922266139657444,0.0,-inf,False
c1ccc(Nc2ncnc3[nH]ccc23)cc1,0,7,0.0,0.005556345507240686,0.0,0.000922266139657444,0.0,-inf,False
c1ccc(Nc2cc3ccccc3[nH]2)cc1,0,7,0.0,0.005556345507240686,0.0,0.000922266139657444,0.0,-inf,False
O=c1ccc2ccccc2[nH]1,3,14,0.1946323667939781,0.005774636423010921,0.0003595397890699904,0.001844532279314888,0.19492192850294482,-2.359031693553385,False
O=C(NC1CC1)c1ccc(=O)n(Cc2ccccc2)c1,11,1,10.017880715228609,0.006984008904700765,0.0013183125599232981,0.00013175230566534913,10.005992329817834,3.3227923464203606,True
c1ccc(N=c2cnss2)cc1,8,0,inf,0.008290916381562846,0.0009587727708533077,0.0,,,False
O=C(N[C@H]1CN(Oc2ccccc2)C1=O)OCCCCC1CCCCC1,8,0,inf,0.008290916381562846,0.0009587727708533077,0.0,,,False
O=c1ccc2nccc3c4ccccc4n1c23,8,0,inf,0.008290916381562846,0.0009587727708533077,0.0,,,False
O=c1cc(-c2ccccc2)oc2cc(O[C@H]3CCCCO3)ccc12,8,0,inf,0.008290916381562846,0.0009587727708533077,0.0,,,False
O=C(O[C@H]1CCCCO1)[C@]12CCCCC1C1=CCC3C4CCCCC4CCC3C1CC2,8,0,inf,0.008290916381562846,0.0009587727708533077,0.0,,,False
O=C(Cc1ccccc1)Nc1ccc(OCC2CCOCC2)cc1,8,0,inf,0.008290916381562846,0.0009587727708533077,0.0,,,False
O=C1C=C2C=CNC=C2C(=O)C1,8,0,inf,0.008290916381562846,0.0009587727708533077,0.0,,,False
O=C(Nc1ccccc1)N(CCN1CCOCC1)c1ccc2ncsc2c1,8,0,inf,0.008290916381562846,0.0009587727708533077,0.0,,,False
O=c1[nH]c(=O)c2[nH]cnc2[nH]1,4,15,0.2422062350119904,0.009491095677971953,0.00047938638542665386,0.001976284584980237,0.24256951102588686,-2.0435298678254554,False
O=C1c2ccccc2C(=O)N1c1ccccc1,2,11,0.16518820426756173,0.009949162554013914,0.00023969319271332693,0.0014492753623188406,0.1653883029721956,-2.5960708908542345,False
c1ccc(Oc2cccc(-c3cnnn3C3CCNCC3)n2)cc1,3,13,0.20963175417077826,0.010013174469104791,0.0003595397890699904,0.0017127799736495388,0.20991592300317133,-2.252116489636873,False
c1ccc(Oc2ccc(Nc3ncnc4[nH]ccc34)cc2)cc1,3,13,0.20963175417077826,0.010013174469104791,0.0003595397890699904,0.0017127799736495388,0.20991592300317133,-2.252116489636873,False
O=C1CCCN1c1ccccc1,0,6,0.0,0.011669497789995997,0.0,0.0007905138339920949,0.0,-inf,False
O=c1c2cnoc2c(Cc2ccccc2)nn1Cc1nncs1,0,6,0.0,0.011669497789995997,0.0,0.0007905138339920949,0.0,-inf,False
O=C1NC(=O)C2C1CNC2c1ccccc1,0,6,0.0,0.011669497789995997,0.0,0.0007905138339920949,0.0,-inf,False
O=C(CSc1nnnn1-c1ccccc1)Nc1ccccc1,0,6,0.0,0.011669497789995997,0.0,0.0007905138339920949,0.0,-inf,False
O=C1CC(=O)OCC2OC(=O)N3CCN=C(CCC[C@H](O[C@H]4C[C@@H](NCc5ccc(-c6c[nH]nn6)cc5)CCO4)C1)C[C@H]23,0,6,0.0,0.011669497789995997,0.0,0.0007905138339920949,0.0,-inf,False
O=C(CSc1nnnn1-c1ccccc1)Nc1nccs1,0,6,0.0,0.011669497789995997,0.0,0.0007905138339920949,0.0,-inf,False
O=C(Nc1ccccc1)C1CCCN1C(=O)Nc1ccccc1,0,6,0.0,0.011669497789995997,0.0,0.0007905138339920949,0.0,-inf,False
O=C(CSc1nnc(-c2ccncc2)[nH]1)Nc1ccccc1,0,6,0.0,0.011669497789995997,0.0,0.0007905138339920949,0.0,-inf,False
N=c1ccn(Cc2ccccc2)c2ccccc12,19,5,3.462222222222222,0.012398726394313424,0.002277085330776606,0.0006587615283267457,3.456615532118888,1.789360146339286,True
O=C(Nc1nncs1)c1ccnc(S(=O)(=O)Cc2ccccc2)n1,10,1,9.106071514278858,0.012659392460816413,0.0011984659635666348,0.00013175230566534913,9.09635666347076,3.1852888226704255,True
c1ccc(C(Cc2ccncc2)c2cccc(OC3CCCC3)c2)cc1,7,0,inf,0.016341478915870324,0.0008389261744966443,0.0,,,False
O=S(=O)(c1ccccc1)c1ccccn1,7,0,inf,0.016341478915870324,0.0008389261744966443,0.0,,,False
c1ccc(Nc2ncnc3ccccc23)cc1,7,0,inf,0.016341478915870324,0.0008389261744966443,0.0,,,False
O=C(NNC(=S)NC(=O)c1ccco1)c1ccccc1,7,0,inf,0.016341478915870324,0.0008389261744966443,0.0,,,False
O=C(NCCc1c[nH]c2ccccc12)c1ccc(-c2ccccc2)nc1,7,0,inf,0.016341478915870324,0.0008389261744966443,0.0,,,False
O=C(Nc1cc(-c2nc(OCCC3CCN(Cc4ccccc4)CC3)cs2)ccn1)C1CC1,7,0,inf,0.016341478915870324,0.0008389261744966443,0.0,,,False
O=C1NN(c2ccccc2)C(=O)/C1=C\c1ccccc1,7,0,inf,0.016341478915870324,0.0008389261744966443,0.0,,,False
C1=C2CC[C@H]3CCCCC3C2CCC1,7,0,inf,0.016341478915870324,0.0008389261744966443,0.0,,,False
O=C(Nc1cccc(Nc2ccc3c(c2)OCc2ccccc2C3=O)c1)c1ccccc1,7,0,inf,0.016341478915870324,0.0008389261744966443,0.0,,,False
O=c1oc2ccccc2c2oc3ccccc3c12,7,0,inf,0.016341478915870324,0.0008389261744966443,0.0,,,False
O=C1NNC1c1ccccc1,7,0,inf,0.016341478915870324,0.0008389261744966443,0.0,,,False
O=C(Nc1cccc(CN2CCNCC2)c1)c1ccc2c(c1)CN(c1cncnc1)CC2,7,0,inf,0.016341478915870324,0.0008389261744966443,0.0,,,False
O=C1ON=C/C1=C\c1ccccc1,7,0,inf,0.016341478915870324,0.0008389261744966443,0.0,,,False
O=c1c(O[C@H]2CCCCO2)c(-c2ccccc2)oc2ccccc12,7,0,inf,0.016341478915870324,0.0008389261744966443,0.0,,,False
O=c1ccn(-c2ccc3c(c2)CCC3)c2nc(Nc3ccc(N4CCNCC4)cc3)ncc12,7,0,inf,0.016341478915870324,0.0008389261744966443,0.0,,,False
O=C(N/N=C/c1coc2ccccc2c1=O)c1ccccc1,7,0,inf,0.016341478915870324,0.0008389261744966443,0.0,,,False
O=C1NC(=S)NC(=O)C1=Cc1cn(-c2ccccc2)nc1-c1ccccc1,7,0,inf,0.016341478915870324,0.0008389261744966443,0.0,,,False
O=C1NC(=O)C(=Cc2cn(-c3ccccc3)nc2-c2ccccc2)C(=O)N1,7,0,inf,0.016341478915870324,0.0008389261744966443,0.0,,,False
O=C(Nc1ccccc1)Nc1ccccc1,7,0,inf,0.016341478915870324,0.0008389261744966443,0.0,,,False
c1ccc2sc(Oc3ccc(CN4CCCCC4)cc3)nc2c1,7,0,inf,0.016341478915870324,0.0008389261744966443,0.0,,,False
O=c1ccc2cc3ccoc3cc2o1,7,0,inf,0.016341478915870324,0.0008389261744966443,0.0,,,False
O=C(Nc1ccccc1)n1cnc(-c2ccccc2)n1,7,0,inf,0.016341478915870324,0.0008389261744966443,0.0,,,False
O=C(Nc1ccccc1)c1ccnc(S(=O)(=O)Cc2ccccc2)n1,7,0,inf,0.016341478915870324,0.0008389261744966443,0.0,,,False
O=C1CC(c2ccccc2)Oc2ccccc21,7,0,inf,0.016341478915870324,0.0008389261744966443,0.0,,,False
c1ccc(-n2cnnn2)cc1,1,8,0.11359822605777298,0.016688412433818578,0.00011984659635666346,0.001054018445322793,0.11370445829338448,-3.1366392722169367,False
c1ccc(CSc2nc(-c3ccccc3)c(-c3ccncc3)[nH]2)cc1,1,8,0.11359822605777298,0.016688412433818578,0.00011984659635666346,0.001054018445322793,0.11370445829338448,-3.1366392722169367,False
c1ccc(-c2nc[nH]n2)cc1,9,1,8.194481103779244,0.02282862682232809,0.0010786193672099713,0.00013175230566534913,8.186720997123683,3.0332857292253754,True
c1ccc(Cc2cc3ccc4ccccc4c3[nH]2)cc1,13,3,3.946344976593446,0.023460020922476454,0.0015580057526366252,0.0003952569169960474,3.941754554170662,1.978837945202999,True
c1ccc2ncccc2c1,11,23,0.43429737189487577,0.024384011906277356,0.0013183125599232981,0.0030303030303030303,0.43504314477468836,-1.2007696096366527,False
c1ccc(-c2cnoc2)cc1,0,5,0.0,0.024506714607362725,0.0,0.0006587615283267457,0.0,-inf,False
O=C(NC1CCCC1)C(c1ccco1)N(C(=O)c1ccns1)c1ccccc1,0,5,0.0,0.024506714607362725,0.0,0.0006587615283267457,0.0,-inf,False
O=C(Nc1nncs1)C1CCN(c2ncccn2)CC1,0,5,0.0,0.024506714607362725,0.0,0.0006587615283267457,0.0,-inf,False
O=C(Nc1cccnc1)c1ccccc1,0,5,0.0,0.024506714607362725,0.0,0.0006587615283267457,0.0,-inf,False
O=C(COc1ccccc1)NNC(=S)NC(=O)C1CC1,0,5,0.0,0.024506714607362725,0.0,0.0006587615283267457,0.0,-inf,False
O=C(CCc1ccc(-c2ccccc2)cc1)N1CCCC1,0,5,0.0,0.024506714607362725,0.0,0.0006587615283267457,0.0,-inf,False
c1ccc(CNc2nc3ccccc3[nH]2)cc1,0,5,0.0,0.024506714607362725,0.0,0.0006587615283267457,0.0,-inf,False
O=C(Nc1ccccc1)C1CCN(c2ncccn2)CC1,0,5,0.0,0.024506714607362725,0.0,0.0006587615283267457,0.0,-inf,False
c1cnc(N2CCCCC2)nc1,0,5,0.0,0.024506714607362725,0.0,0.0006587615283267457,0.0,-inf,False
c1cnc2ncnn2c1,0,5,0.0,0.024506714607362725,0.0,0.0006587615283267457,0.0,-inf,False
c1ccc(-n2cnnc2-c2ccoc2)cc1,0,5,0.0,0.024506714607362725,0.0,0.0006587615283267457,0.0,-inf,False
O=C(NS(=O)(=O)c1ccccc1)c1cccnc1,0,5,0.0,0.024506714607362725,0.0,0.0006587615283267457,0.0,-inf,False
O=C(NS(=O)(=O)c1ccccc1)c1ccccn1,0,5,0.0,0.024506714607362725,0.0,0.0006587615283267457,0.0,-inf,False
O=C(Nc1nn[nH]n1)c1ccccc1,1,7,0.12984366706049555,0.0315782382437673,0.00011984659635666346,0.000922266139657444,0.12994795233529655,-2.943994194274541,False
O=C(c1ccccc1)c1cc2ccccc2o1,2,9,0.20194997202908974,0.03167459723197118,0.00023969319271332693,0.0011857707509881424,0.20214125918823903,-2.3065642736592498,False
O=C(Nc1ccccn1)c1ccccc1,2,9,0.20194997202908974,0.03167459723197118,0.00023969319271332693,0.0011857707509881424,0.20214125918823903,-2.3065642736592498,False
O=C1C[C@@H](c2ccccc2)Oc2c1ccc1c2C=CCO1,6,0,inf,0.03227223285028058,0.0007190795781399808,0.0,,,False
O=C(NC(=S)NNC(=O)c1conc1-c1ccccc1)c1ccccc1,6,0,inf,0.03227223285028058,0.0007190795781399808,0.0,,,False
C1=C[C@@H]2C[C@]3(C=CCC3C1)CC[C@H]1C[C@H]12,6,0,inf,0.03227223285028058,0.0007190795781399808,0.0,,,False
O=C(Nc1ccccc1)c1cccc(C#Cc2cccnc2)c1,6,0,inf,0.03227223285028058,0.0007190795781399808,0.0,,,False
O=C(Nc1ccnn1-c1ccccc1)N[C@H]1CC[C@@H](Oc2ccc3nncn3c2)c2ccccc21,6,0,inf,0.03227223285028058,0.0007190795781399808,0.0,,,False
C(=N/c1ncccn1)\Nc1ccccc1,6,0,inf,0.03227223285028058,0.0007190795781399808,0.0,,,False
O=C1ON=C(c2ccccc2)/C1=C/c1ccccc1,6,0,inf,0.03227223285028058,0.0007190795781399808,0.0,,,False
O=c1c(Cc2ccccc2)c[nH]n1-c1ccccc1,6,0,inf,0.03227223285028058,0.0007190795781399808,0.0,,,False
c1ccc(CNc2cccc3[nH]cnc23)cc1,6,0,inf,0.03227223285028058,0.0007190795781399808,0.0,,,False
O=C(Nc1ccccc1)N1CC(c2ccc(C#CC3CCCCC3)cc2)C1,6,0,inf,0.03227223285028058,0.0007190795781399808,0.0,,,False
O=C(CCS(=O)(=O)c1ccccc1)Nc1nc2ccccc2s1,6,0,inf,0.03227223285028058,0.0007190795781399808,0.0,,,False
O=C(N=c1cc[nH]cc1)c1cccn2nccc12,6,0,inf,0.03227223285028058,0.0007190795781399808,0.0,,,False
C(=Nc1ncccn1)Nc1ccccc1,6,0,inf,0.03227223285028058,0.0007190795781399808,0.0,,,False
O=C(NNC(=S)NC(=O)c1cccs1)c1ccccc1,6,0,inf,0.03227223285028058,0.0007190795781399808,0.0,,,False
O=C1C(NS(=O)(=O)c2ccccc2)=C/C(=N\S(=O)(=O)c2ccccc2)c2ccccc21,6,0,inf,0.03227223285028058,0.0007190795781399808,0.0,,,False
O=C1C=CC2C(=C1)CC[C@H]1[C@@H]3CCCC3CC[C@H]21,6,0,inf,0.03227223285028058,0.0007190795781399808,0.0,,,False
O=C(C1CCC1)N1CC(c2ccc(C#Cc3ccccc3)cc2)C1,6,0,inf,0.03227223285028058,0.0007190795781399808,0.0,,,False
c1ccc(Nc2nccc(-c3cc4c(o3)CCNC4)n2)cc1,6,0,inf,0.03227223285028058,0.0007190795781399808,0.0,,,False
O=C(C1CCCC1)N1CC(c2ccc(C#Cc3ccccc3)cc2)C1,6,0,inf,0.03227223285028058,0.0007190795781399808,0.0,,,False
c1ccc(-c2csc(Nc3ccncn3)n2)cc1,12,3,3.642342774843975,0.03806876800019843,0.0014381591562799617,0.0003952569169960474,3.6385426653883033,1.863360727783063,True
O=C(Nc1cccc(Nc2ccc3c(c2)CCCCC3=O)c1)c1ccccc1,12,3,3.642342774843975,0.03806876800019843,0.0014381591562799617,0.0003952569169960474,3.6385426653883033,1.863360727783063,True
O=C(NCc1ccccc1)c1ccccc1,18,6,2.7326447273600767,0.03861076716608699,0.0021572387344199425,0.0007905138339920949,2.7289069990412274,1.4483232285042194,True
O=C(Nc1ccc2n[nH]cc2c1)c1ccccn1,8,1,7.2831094049904035,0.04090310262444054,0.0009587727708533077,0.00013175230566534913,7.277085330776607,2.8633607277830633,True
O=c1c2cnc(Nc3ccc(N4CCNCC4)cc3)nc2n2c3ccccc3nc2n1-c1ccccc1,8,1,7.2831094049904035,0.04090310262444054,0.0009587727708533077,0.00013175230566534913,7.277085330776607,2.8633607277830633,True
C1=C2C(CCC3CCCC[C@@H]23)C2CC[C@H]3CCCCC3[C@H]2C1,10,2,4.552435805135589,0.041036310241394695,0.0011984659635666348,0.00026350461133069827,4.54817833173538,2.1852888226704255,True
O=C1CC(c2ccccc2)C=C2SCN(c3ccccc3)CN12,10,2,4.552435805135589,0.041036310241394695,0.0011984659635666348,0.00026350461133069827,4.54817833173538,2.1852888226704255,True
O=C(NS(=O)(=O)c1ccccc1)c1ccncc1,0,4,0.0,0.05146216236426155,0.0,0.0005270092226613965,0.0,-inf,False
c1ccc(-c2nncn2-c2ccccc2)cc1,0,4,0.0,0.05146216236426155,0.0,0.0005270092226613965,0.0,-inf,False
O=C(CN1C(=O)COc2ccccc21)Nc1ccccc1,0,4,0.0,0.05146216236426155,0.0,0.0005270092226613965,0.0,-inf,False
c1ccc(-n2cnnc2-c2cccnc2)cc1,0,4,0.0,0.05146216236426155,0.0,0.0005270092226613965,0.0,-inf,False
O=c1[nH]c(=O)c2[nH]c(CN3CCNCC3)nc2[nH]1,0,4,0.0,0.05146216236426155,0.0,0.0005270092226613965,0.0,-inf,False
O=C(CSc1nnc(CNc2ccccc2)o1)c1ccccc1,0,4,0.0,0.05146216236426155,0.0,0.0005270092226613965,0.0,-inf,False
O=C(CCN1CCCCC1)Nc1ccccc1,0,4,0.0,0.05146216236426155,0.0,0.0005270092226613965,0.0,-inf,False
O=C(COc1ccccc1)N1CCN(S(=O)(=O)c2ccccc2)CC1,0,4,0.0,0.05146216236426155,0.0,0.0005270092226613965,0.0,-inf,False
O=C(Nc1ccc(N2CCNCC2)cc1)c1ccccc1,0,4,0.0,0.05146216236426155,0.0,0.0005270092226613965,0.0,-inf,False
O=S(=O)(c1ccccc1)N1CCNCC1,0,4,0.0,0.05146216236426155,0.0,0.0005270092226613965,0.0,-inf,False
c1csc(-c2nncs2)c1,0,4,0.0,0.05146216236426155,0.0,0.0005270092226613965,0.0,-inf,False
