core_id,core_note,R_pos,R_group_smiles,R_group_note,mean_shap,n,frac_pos
O=C(Nc1ccncc1)Nc1cc(-c2cccc(-c3ccccc3)c2)n[nH]c1=O,Other/complex scaffold,R@8,*Cl,Chloro (-Cl),2.236733295890941,23,1.0
O=c1cc(-c2ccccc2)oc2ccccc12,Other/complex scaffold,R@8,*OC,Other/complex group,2.216213351792021,8,1.0
O=C(/C=C/c1ccccc1)c1ccccc1,Other/complex scaffold,R@6,*O,Hydroxyl (-OH),2.2077349402288746,4,1.0
O=c1cc(-c2ccccc2)oc2ccccc12,Other/complex scaffold,R@5,*OC,Other/complex group,2.2022656322533294,5,1.0
O=c1cc(-c2ccccc2)oc2ccccc12,Other/complex scaffold,R@10,*OC,Other/complex group,2.201005721398815,4,1.0
O=C(/C=C/c1ccccc1)c1ccccc1,Other/complex scaffold,R@12,*O,Hydroxyl (-OH),2.2009865082127362,6,1.0
O=c1cc(-c2ccccc2)oc2ccccc12,Other/complex scaffold,R@4,*OC,Other/complex group,2.1985253968632605,2,1.0
O=c1cc(-c2ccccc2)oc2ccccc12,Other/complex scaffold,R@3,*OC,Other/complex group,2.1903968871654342,8,1.0
O=C(O[C@@H](Cc1cc[nH+]cc1)c1cccc(OCC2CC2)c1)c1ccccc1,Other/complex scaffold,R@7,*Cl,Chloro (-Cl),2.1838490791163037,21,1.0
O=c1cc(-c2ccccc2)oc2ccccc12,Other/complex scaffold,R@1,*OC,Other/complex group,2.166770710825707,12,1.0
O=C(/C=C/c1ccccc1)c1ccccc1,Other/complex scaffold,R@4,*O,Hydroxyl (-OH),2.154895427250608,16,1.0
O=C(/C=C/c1ccccc1)c1ccccc1,Other/complex scaffold,R@11,*O,Hydroxyl (-OH),2.1341911089571113,4,1.0
O=C(/C=C/c1ccccc1)c1ccccc1,Other/complex scaffold,R@5,*O,Hydroxyl (-OH),2.127479016453435,1,1.0
C1CCC2CCCCC2C1,Other/complex scaffold,R@0,*O,Hydroxyl (-OH),2.106226075370432,5,1.0
C1CCC2CCCCC2C1,Other/complex scaffold,R@4,*O,Hydroxyl (-OH),2.102263496382875,1,1.0
O=C(NCCc1c[nH]c2ccccc12)c1cnc(Nc2ccccn2)nc1,Other/complex scaffold,R@13,*O,Hydroxyl (-OH),2.09488667149526,1,1.0
O=c1cc(-c2ccccc2)oc2ccccc12,Other/complex scaffold,R@2,*OC,Other/complex group,2.08887731651339,1,1.0
O=C(/C=C/c1ccccc1)c1ccccc1,Other/complex scaffold,R@3,*O,Hydroxyl (-OH),2.081517261785848,11,1.0
O=C(Nc1ccncc1)Nc1cc(-c2cccc(-c3ccccc3)c2)n[nH]c1=O,Other/complex scaffold,R@4,*F,Fluoro (-F),2.078064743669529,1,1.0
O=C1C=CC2C(=C1)CC[C@@H]1C2CCC2CCC[C@H]21,Other/complex scaffold,R@5,*F,Fluoro (-F),2.064791949804203,5,1.0
O=C(O[C@@H](Cc1cc[nH+]cc1)c1cccc(OCC2CC2)c1)c1ccccc1,Other/complex scaffold,R@3,*CO,Other/complex group,2.0596188396884827,2,1.0
O=c1cc(-c2ccccc2)oc2ccccc12,Other/complex scaffold,R@4,*OC(=O)CO,Other/complex group,2.058827327546169,1,1.0
O=C(Nc1ccncc1)Nc1cc(-c2cccc(-c3ccccc3)c2)n[nH]c1=O,Other/complex scaffold,R@3,*F,Fluoro (-F),2.0532889224523387,1,1.0
O=C(Nc1ccncc1)Nc1cc(-c2cccc(-c3ccccc3)c2)n[nH]c1=O,Other/complex scaffold,R@9,*Cl,Chloro (-Cl),2.0527293012908796,23,1.0
O=C(Nc1ccncc1)Nc1cc(-c2cccc(-c3ccccc3)c2)n[nH]c1=O,Other/complex scaffold,R@11,*F,Fluoro (-F),2.0478308519656516,3,1.0
O=C1C=CC2C(=C1)CC[C@@H]1C2CCC2CCC[C@H]21,Other/complex scaffold,R@15,*F,Fluoro (-F),2.0468030382800695,11,1.0
C1CCC2CCCCC2C1,Other/complex scaffold,R@7,*O,Hydroxyl (-OH),2.0445549869418755,2,1.0
O=C1C=CC2C(=C1)CC[C@@H]1C2CCC2CCC[C@H]21,Other/complex scaffold,R@15,*Cl,Chloro (-Cl),2.0419770031430744,4,1.0
O=C(O[C@@H](Cc1cc[nH+]cc1)c1cccc(OCC2CC2)c1)c1ccccc1,Other/complex scaffold,R@11,*CO,Other/complex group,2.016846461032401,2,1.0
O=C(O[C@@H](Cc1cc[nH+]cc1)c1cccc(OCC2CC2)c1)c1ccccc1,Other/complex scaffold,R@1,*CO,Other/complex group,1.9847850617905871,7,1.0
C1CCC2CCCCC2C1,Other/complex scaffold,R@3,*O,Hydroxyl (-OH),1.9771709248400708,7,1.0
O=C1C=CC2C(=C1)CC[C@@H]1C2CCC2CCC[C@H]21,Other/complex scaffold,R@6,*CC=O,Other/complex group,1.9652224182173086,1,1.0
O=c1cc(-c2ccccc2)oc2ccccc12,Other/complex scaffold,R@9,*C=C(C)C(C)O,Other/complex group,1.963985007325391,1,1.0
c1ccc(-n2ccc3ccccc32)cc1,Other/complex scaffold,R@4,*O,Hydroxyl (-OH),1.9617099742197752,5,1.0
c1ccc2c(c1)[nH]c1cnccc12,Other/complex scaffold,R@3,*O,Hydroxyl (-OH),1.9250407308718422,1,1.0
C1CCC2CCCCC2C1,Other/complex scaffold,R@2,*O,Hydroxyl (-OH),1.9247461779505102,2,1.0
c1ccc([C@@H](Cc2ccncc2)c2cccc(OC3CCCC3)c2)cc1,Other/complex scaffold,R@0,*O,Hydroxyl (-OH),1.921336256489667,1,1.0
c1ccc(O[C@H]2CCCCO2)cc1,Other/complex scaffold,R@8,*O,Hydroxyl (-OH),1.8971028582401976,11,1.0
O=C(/C=C/c1ccccc1)c1ccccc1,Other/complex scaffold,R@12,*F,Fluoro (-F),1.8968643031621468,1,1.0
O=C(O[C@@H](Cc1cc[nH+]cc1)c1cccc(OCC2CC2)c1)c1ccccc1,Other/complex scaffold,R@3,*OC,Other/complex group,1.8855914845371444,1,1.0
C1CCC2CCCCC2C1,Other/complex scaffold,R@7,*CC(=CCCC(C)=CCCC(C)=CCC)CO,Other/complex group,1.8660072626043984,1,1.0
O=C(O[C@@H](Cc1cc[nH+]cc1)c1cccc(OCC2CC2)c1)c1ccccc1,Other/complex scaffold,R@2,*CO,Other/complex group,1.8653238601254998,1,1.0
O=C(/C=C/c1ccccc1)c1ccccc1,Other/complex scaffold,R@10,*Cl,Chloro (-Cl),1.8631783050586819,1,1.0
O=C1C=C2CC[C@H]3[C@@H]4CCCC4CC[C@@H]3C2CC1,Other/complex scaffold,R@10,*O,Hydroxyl (-OH),1.8626118717646543,7,1.0
O=C1C[C@@H](c2ccccc2)Oc2ccccc21,Other/complex scaffold,R@8,*CC(C)=CCCC(C)=CC,Other/complex group,1.8539713923419185,1,1.0
O=C1CN2C(=NN1)COc1cc(-c3ccccc3)c(C3CCNCC3)cc12,Other/complex scaffold,R@4,*F,Fluoro (-F),1.8482091369041882,1,1.0
O=C1C=C2CC[C@H]3[C@@H]4CCCC4CC[C@@H]3C2CC1,Other/complex scaffold,R@5,*O,Hydroxyl (-OH),1.8465262331807026,5,1.0
c1ccc(-n2ccc3ccccc32)cc1,Other/complex scaffold,R@3,*O,Hydroxyl (-OH),1.8264008600654051,7,1.0
O=C1C=CC2C(=C1)CC[C@@H]1C2CCC2CCC[C@H]21,Other/complex scaffold,R@14,*C,Methyl (-CH3),1.8196418979025717,15,1.0
O=C(N1CCCCC1)n1ccc(=O)o1,Other/complex scaffold,R@4,*O,Hydroxyl (-OH),1.8109533826973347,1,1.0
O=C(/C=C/c1ccccc1)c1ccccc1,Other/complex scaffold,R@7,*CC=C(C)C,Other/complex group,1.8093467103753937,1,1.0
O=C(Nc1ccncc1)Nc1cc(-c2cccc(-c3ccccc3)c2)n[nH]c1=O,Other/complex scaffold,R@11,*C(=O)O,Carboxyl (-COOH),1.8092960320391285,1,1.0
c1ccc(O[C@H]2CCCCO2)cc1,Other/complex scaffold,R@6,*O,Hydroxyl (-OH),1.806558893373883,11,1.0
O=C(/C=C/c1ccccc1)c1ccccc1,Other/complex scaffold,R@7,*CC(C)=CCCC(C)=CC,Other/complex group,1.8011511530676216,1,1.0
O=C(O[C@@H](Cc1cc[nH+]cc1)c1cccc(OCC2CC2)c1)c1ccccc1,Other/complex scaffold,R@1,*OC,Other/complex group,1.7932736633520108,1,1.0
O=C1c2ccccc2CCc2cc(Nc3ccccc3)ccc21,Other/complex scaffold,R@5,*O,Hydroxyl (-OH),1.7930286516611886,4,1.0
O=C(/C=C/c1ccccc1)c1ccccc1,Other/complex scaffold,R@8,*[N+](=O)[O-],Other/complex group,1.7884204869751557,2,1.0
O=C1c2ccccc2CCc2cc(Nc3ccccc3)ccc21,Other/complex scaffold,R@9,*O,Hydroxyl (-OH),1.787912483952823,1,1.0
O=C(O[C@@H](Cc1cc[nH+]cc1)c1cccc(OCC2CC2)c1)c1ccccc1,Other/complex scaffold,R@1,*C,Methyl (-CH3),1.7849177172320196,2,1.0
O=C(/C=C/c1ccccc1)c1ccccc1,Other/complex scaffold,R@12,*CO,Other/complex group,1.7841361546500896,3,1.0
O=C1C=CC2C(=C1)CC[C@@H]1C2CCC2CCC[C@H]21,Other/complex scaffold,R@13,*C,Methyl (-CH3),1.7837362096079838,15,1.0
c1ccc(O[C@H]2CCCCO2)cc1,Other/complex scaffold,R@5,*O,Hydroxyl (-OH),1.7827820088044972,10,1.0
O=C(/C=C/c1ccccc1)c1ccccc1,Other/complex scaffold,R@3,*F,Fluoro (-F),1.7757125486050427,2,1.0
O=C(Nc1ccncc1)Nc1cc(-c2cccc(-c3ccccc3)c2)n[nH]c1=O,Other/complex scaffold,R@4,*C(=O)O,Carboxyl (-COOH),1.771953522048534,2,1.0
O=C1C=CC2C(=C1)CC[C@@H]1C2CCC2CCC[C@H]21,Other/complex scaffold,R@6,*C(=O)CCl,Other/complex group,1.7630723840848077,1,1.0
O=C(/C=C/c1ccccc1)c1ccccc1,Other/complex scaffold,R@3,*Cl,Chloro (-Cl),1.7597211741485808,1,1.0
O=C1CN2C(=NN1)COc1cc(-c3ccccc3)c(C3CCNCC3)cc12,Other/complex scaffold,R@5,*F,Fluoro (-F),1.759407529150667,10,1.0
O=C(O[C@@H](Cc1cc[nH+]cc1)c1cccc(OCC2CC2)c1)c1ccccc1,Other/complex scaffold,R@9,*OC(F)F,Other/complex group,1.754579466313728,21,1.0
O=C(Nc1ccccc1)c1cccc(C#Cc2cncc(-c3cn[nH]c3)c2)c1,Other/complex scaffold,R@5,*Cl,Chloro (-Cl),1.7485892509512269,2,1.0
O=C1C=CC2C(=C1)CC[C@@H]1C2CCC2CCC[C@H]21,Other/complex scaffold,R@4,*C,Methyl (-CH3),1.7467792295696696,11,1.0
O=C(Nc1ccccc1)c1cccc(C#Cc2cncc(-c3cn[nH]c3)c2)c1,Other/complex scaffold,R@10,*Cl,Chloro (-Cl),1.7417168191095698,2,1.0
O=C(NCCc1c[nH]c2ccccc12)c1cnc(Nc2ccccn2)nc1,Other/complex scaffold,R@5,*F,Fluoro (-F),1.7404277434852702,1,1.0
O=C1C=CC2C(=C1)CC[C@@H]1C2CCC2CCC[C@H]21,Other/complex scaffold,R@5,*C,Methyl (-CH3),1.7401385771663627,1,1.0
c1ccc(-c2cc3ccc4ccccc4c3[nH]2)cc1,Other/complex scaffold,R@8,*O,Hydroxyl (-OH),1.7395019439361652,13,1.0
O=c1cc(-c2ccccc2)oc2ccccc12,Other/complex scaffold,R@4,*CC(C)(C)OC(=O)CO,Other/complex group,1.734636844106717,1,1.0
O=C(Nc1ccncc1)Nc1cc(-c2cccc(-c3ccccc3)c2)n[nH]c1=O,Other/complex scaffold,R@2,*F,Fluoro (-F),1.7276724236617156,2,1.0
O=C(O[C@@H](Cc1cc[nH+]cc1)c1cccc(OCC2CC2)c1)c1cccc(OCC2CC2)c1,Other/complex scaffold,R@20,*[O-],Other/complex group,1.722570869562994,11,1.0
O=C(Nc1ccncc1)Nc1cc(-c2cccc(-c3ccccc3)c2)n[nH]c1=O,Other/complex scaffold,R@20,*CC,Other/complex group,1.710662423266394,23,1.0
O=C(Nc1ccncc1)Nc1cc(-c2cccc(-c3ccccc3)c2)n[nH]c1=O,Other/complex scaffold,R@3,*C(=O)O,Carboxyl (-COOH),1.7086231004032015,1,1.0
O=C1CN2C(=NN1)COc1cc(-c3ccccc3)c(C3CCNCC3)cc12,Other/complex scaffold,R@1,*F,Fluoro (-F),1.7067540895332058,1,1.0
O=C1C=CC2C(=C1)CC[C@@H]1C2CCC2CCC[C@H]21,Other/complex scaffold,R@6,*C(=O)CO,Other/complex group,1.684552492002331,5,1.0
O=C(/C=C/c1ccccc1)c1ccccc1,Other/complex scaffold,R@12,*Br,Bromo (-Br),1.6845341071675648,1,1.0
O=C(Nc1ccncc1)c1cccn2nccc12,Other/complex scaffold,R@4,*C=O,Other/complex group,1.6839264023692522,1,1.0
O=C(/C=C/c1ccccc1)c1ccccc1,Other/complex scaffold,R@3,*CO,Other/complex group,1.6824704235732497,1,1.0
O=C(/C=C/c1ccccc1)c1ccccc1,Other/complex scaffold,R@9,*CO,Other/complex group,1.6769783873132837,1,1.0
O=C(/C=C/c1ccccc1)c1ccccc1,Other/complex scaffold,R@10,*CO,Other/complex group,1.6769783789168287,1,1.0
O=C(O[C@@H](Cc1cc[nH+]cc1)c1cccc(OCC2CC2)c1)c1cccc(OCC2CC2)c1,Other/complex scaffold,R@7,*O,Hydroxyl (-OH),1.6753070956638112,1,1.0
c1ccc(O[C@H]2CCCCO2)cc1,Other/complex scaffold,R@0,*O,Hydroxyl (-OH),1.6744895484152948,1,1.0
O=C(O[C@@H](Cc1cc[nH+]cc1)c1cccc(OCC2CC2)c1)c1ccccc1,Other/complex scaffold,R@1,*C(F)(F)F,Trifluoromethyl (-CF3),1.673681676351407,1,1.0
O=C(Nc1ccncc1)c1cccn2nccc12,Other/complex scaffold,R@6,*Cl,Chloro (-Cl),1.6720796843727739,18,1.0
O=C(Nc1ccncc1)c1cccn2nccc12,Other/complex scaffold,R@5,*Cl,Chloro (-Cl),1.6716371744230654,18,1.0
c1ccc(-n2ccc3ccccc32)cc1,Other/complex scaffold,R@8,*CC=O,Other/complex group,1.6706411563063739,3,1.0
O=c1cc(-c2ccccc2)oc2ccccc12,Other/complex scaffold,R@10,*OCC(=O)OC(C)(C)C,Carboxyl (-COOH),1.6700667846089345,1,1.0
O=C(/C=C/c1ccccc1)c1ccccc1,Other/complex scaffold,R@5,*CO,Other/complex group,1.6672782633031602,1,1.0
O=C(/C=C/c1ccccc1)c1ccccc1,Other/complex scaffold,R@6,*[N+](=O)[O-],Other/complex group,1.6541714260420122,1,1.0
O=C1C[C@@H](c2ccccc2)Oc2ccccc21,Other/complex scaffold,R@4,*O,Hydroxyl (-OH),1.6537984185069945,14,1.0
O=C(Nc1ccccc1)c1cccc(C#Cc2cncc(-c3cn[nH]c3)c2)c1,Other/complex scaffold,R@7,*F,Fluoro (-F),1.6502911204715929,1,1.0
O=C(O[C@@H](Cc1cc[nH+]cc1)c1cccc(OCC2CC2)c1)c1ccccc1,Other/complex scaffold,R@2,*C,Methyl (-CH3),1.6460612150403904,1,1.0
O=c1c2ccccc2oc2ccccc12,Other/complex scaffold,R@8,*O,Hydroxyl (-OH),1.6458829293210329,4,1.0
O=C(Nc1ccncc1)c1cccn2nccc12,Other/complex scaffold,R@4,*C(C)=O,Other/complex group,1.643752182571916,1,1.0
O=C(/C=C/c1ccccc1)c1ccccc1,Other/complex scaffold,R@4,*CO,Other/complex group,1.6384188740412355,2,1.0
O=C(Nc1ccccc1)c1cccc(-c2ccc3ncncc3c2)c1,Other/complex scaffold,R@8,*F,Fluoro (-F),1.635756054990755,3,1.0
c1ccc(-n2ccc3ccccc32)cc1,Other/complex scaffold,R@8,*C(C)=O,Other/complex group,1.6351002489845996,6,1.0
O=C1C[C@@H](c2ccccc2)Oc2ccccc21,Other/complex scaffold,R@10,*O,Hydroxyl (-OH),1.6315035281472774,4,1.0
O=C(/C=C/c1ccccc1)c1ccccc1,Other/complex scaffold,R@6,*CO,Other/complex group,1.629647808844311,2,1.0
O=C1C[C@@H](c2ccccc2)Oc2ccccc21,Other/complex scaffold,R@7,*O,Hydroxyl (-OH),1.6280849803915771,2,1.0
O=C1C[C@@H](c2ccccc2)Oc2ccccc21,Other/complex scaffold,R@1,*O,Hydroxyl (-OH),1.6264806338378548,10,1.0
O=C1C[C@@H](c2ccccc2)Oc2ccccc21,Other/complex scaffold,R@9,*O,Hydroxyl (-OH),1.6262461662334116,9,1.0
O=C(Nc1ccccc1)c1cccc(C#Cc2cncc(-c3cn[nH]c3)c2)c1,Other/complex scaffold,R@7,*Cl,Chloro (-Cl),1.6237926424582838,1,1.0
O=C1c2ccccc2CCc2cc(Nc3ccccc3)ccc21,Other/complex scaffold,R@3,*F,Fluoro (-F),1.6229079498043575,2,0.5
O=C1CN2C(=NN1)COc1cc(-c3ccccc3)c(C3CCNCC3)cc12,Other/complex scaffold,R@12,*C,Methyl (-CH3),1.6163232737617363,18,1.0
O=C1C=C2CC[C@H]3[C@@H]4CCCC4CC[C@@H]3C2CC1,Other/complex scaffold,R@2,*O,Hydroxyl (-OH),1.610459354798877,1,1.0
O=C(/C=C/c1ccccc1)c1ccccc1,Other/complex scaffold,R@5,*C=CC(C)C,Other/complex group,1.6099726786123938,2,1.0
O=C1C[C@@H](c2ccccc2)Oc2ccccc21,Other/complex scaffold,R@3,*O,Hydroxyl (-OH),1.607860917135986,5,1.0
O=C1CN2C(=NN1)COc1cc(-c3ccccc3)c(C3CCNCC3)cc12,Other/complex scaffold,R@3,*F,Fluoro (-F),1.6077350415125693,1,1.0
O=C(NCCc1c[nH]c2ccccc12)c1cnc(Nc2ccccn2)nc1,Other/complex scaffold,R@5,*CC=O,Other/complex group,1.6039065382683475,1,1.0
O=C(/C=C/c1ccccc1)c1ccccc1,Other/complex scaffold,R@8,*CC(C)=CCCC(C)=CC,Other/complex group,1.5959274130218546,1,1.0
O=C(/C=C/c1ccccc1)c1ccccc1,Other/complex scaffold,R@3,*Br,Bromo (-Br),1.5917474910456804,1,1.0
c1ccc(-n2ccc3ccccc32)cc1,Other/complex scaffold,R@0,*Cl,Chloro (-Cl),1.5900861315822112,1,1.0
O=C(NCCc1c[nH]c2ccccc12)c1cnc(Nc2ccccn2)nc1,Other/complex scaffold,R@4,*F,Fluoro (-F),1.5900545081440214,2,1.0
O=c1c(-c2ccccc2)coc2ccccc12,Other/complex scaffold,R@10,*O,Hydroxyl (-OH),1.5871391200767406,11,1.0
O=c1c(-c2ccccc2)coc2ccccc12,Other/complex scaffold,R@1,*O,Hydroxyl (-OH),1.5843390276331775,11,1.0
O=C(Nc1ccccc1)c1cccc(C#Cc2cncc(-c3cn[nH]c3)c2)c1,Other/complex scaffold,R@4,*CO,Other/complex group,1.5827261570764677,5,1.0
O=C1CN2C(=NN1)COc1cc(-c3ccccc3)c(C3CCNCC3)cc12,Other/complex scaffold,R@3,*CO,Other/complex group,1.5793772681281553,1,1.0
O=c1c(-c2ccccc2)coc2ccccc12,Other/complex scaffold,R@7,*O,Hydroxyl (-OH),1.5783898353547556,2,1.0
O=c1c(-c2ccccc2)coc2ccccc12,Other/complex scaffold,R@4,*O,Hydroxyl (-OH),1.5769325179857938,15,1.0
O=C(Nc1ccccc1)c1cccc(C#Cc2cncc(-c3cn[nH]c3)c2)c1,Other/complex scaffold,R@10,*CO,Other/complex group,1.5713145356930909,1,1.0
O=C(NCCc1c[nH]c2ccccc12)c1cnc(Nc2ccccn2)nc1,Other/complex scaffold,R@4,*Cl,Chloro (-Cl),1.5546992393756227,2,1.0
O=C1C=CC2C(=C1)CC[C@@H]1C2CCC2CCC[C@H]21,Other/complex scaffold,R@6,*CC(=O)OCC=O,Carboxyl (-COOH),1.554055149598753,4,1.0
O=C(Nc1ccccc1)c1cccc(C#Cc2cncc(-c3cn[nH]c3)c2)c1,Other/complex scaffold,R@3,*Cl,Chloro (-Cl),1.5509508302669321,3,1.0
O=C(Nc1ccncc1)Nc1cc(-c2cccc(-c3ccccc3)c2)n[nH]c1=O,Other/complex scaffold,R@4,*CC(=O)O,Carboxyl (-COOH),1.5509477787927608,1,1.0
O=C(Nc1ccccc1)c1cccc(C#Cc2cncc(-c3cn[nH]c3)c2)c1,Other/complex scaffold,R@8,*N,Amino (-NH2),1.5480786445751846,16,1.0
O=C(Nc1ccncc1)Nc1cc(-c2cccc(-c3ccccc3)c2)n[nH]c1=O,Other/complex scaffold,R@4,*C(N)=O,Other/complex group,1.545946695987368,1,1.0
c1ccc2c(c1)[nH]c1cnccc12,Other/complex scaffold,R@4,*C=C,Other/complex group,1.532315875911081,3,1.0
O=C1CN2C(=NN1)COc1cc(-c3ccccc3)c(C3CCNCC3)cc12,Other/complex scaffold,R@1,*CO,Other/complex group,1.5304278255456059,3,1.0
c1ccc(-n2ccc3ccccc32)cc1,Other/complex scaffold,R@8,*[N+](=O)[O-],Other/complex group,1.5273974822979652,5,1.0
C1CCC2CCCCC2C1,Other/complex scaffold,R@7,*C,Methyl (-CH3),1.5253011664790392,2,1.0
O=C(Nc1ccncc1)c1cccn2nccc12,Other/complex scaffold,R@9,*CC=O,Other/complex group,1.524257270464659,1,1.0
O=C(/C=C/c1ccccc1)c1ccccc1,Other/complex scaffold,R@5,*OC,Other/complex group,1.522015762862793,1,1.0
O=C1CN2C(=NN1)COc1cc(-c3ccccc3)c(C3CCNCC3)cc12,Other/complex scaffold,R@5,*C,Methyl (-CH3),1.5183567392959958,1,1.0
O=c1c2ccccc2oc2ccccc12,Other/complex scaffold,R@7,*O,Hydroxyl (-OH),1.5166354707347636,5,1.0
O=C(Nc1ccncc1)Nc1cc(-c2cccc(-c3ccccc3)c2)n[nH]c1=O,Other/complex scaffold,R@2,*C(=O)O,Carboxyl (-COOH),1.5138582281870185,1,1.0
O=C(/C=C/c1ccccc1)c1ccccc1,Other/complex scaffold,R@12,*OC,Other/complex group,1.5095458334362775,1,1.0
O=c1c2ccccc2oc2ccccc12,Other/complex scaffold,R@5,*O,Hydroxyl (-OH),1.5072063260959112,1,1.0
O=c1c(-c2ccccc2)coc2ccccc12,Other/complex scaffold,R@3,*O,Hydroxyl (-OH),1.5070503101824215,4,1.0
O=C(/C=C/c1ccccc1)c1ccccc1,Other/complex scaffold,R@11,*OC,Other/complex group,1.50595681447885,1,1.0
O=C(NCCc1c[nH]c2ccccc12)c1cnc(Nc2ccccn2)nc1,Other/complex scaffold,R@1,*CC=O,Other/complex group,1.5023190812971734,1,1.0
O=c1c2ccccc2oc2ccccc12,Other/complex scaffold,R@6,*O,Hydroxyl (-OH),1.5004402945778565,1,1.0
O=C1CN2C(=NN1)COc1cc(-c3ccccc3)c(C3CCNCC3)cc12,Other/complex scaffold,R@3,*OC,Other/complex group,1.5001084168306988,1,1.0
