,Label
11595,0
10757,0
10758,0
10782,0
6447,0
5668,0
8229,0
8958,0
2258,1
11444,0
9377,0
6163,0
7149,0
7143,0
14262,1
1038,1
5953,0
8892,0
12170,0
2496,1
2503,1
2798,1
3192,1
4297,1
5666,0
4161,1
4769,1
5808,0
11350,0
1624,1
13569,1
645,1
646,1
655,1
656,1
659,1
660,1
5430,0
6716,0
8145,0
6016,0
13671,1
6116,0
1347,1
95,1
7281,0
8284,0
4810,1
13791,1
905,1
5929,0
4755,1
14375,1
14378,1
14735,1
3639,1
2028,1
2039,1
2063,1
3615,1
4688,1
4690,1
7376,0
1324,1
3952,1
4152,1
4344,1
11784,0
1646,1
5887,0
5538,0
13969,1
13970,1
4318,1
6827,0
709,1
1451,1
9696,0
14020,1
14031,1
8109,0
2807,1
6375,0
3658,1
6991,0
6269,0
8278,0
8441,0
8983,0
12479,1
12656,1
6700,0
7888,0
830,1
8263,0
9760,0
2230,1
2504,1
2892,1
3248,1
3249,1
3262,1
3265,1
3308,1
3312,1
3411,1
3507,1
3508,1
3549,1
4405,1
4406,1
4407,1
4409,1
10571,0
7222,0
3821,1
6771,0
595,1
8205,0
1708,1
6905,0
8972,0
11271,0
11360,0
8136,0
6295,0
7180,0
9071,0
12203,0
436,1
6101,0
6910,0
6989,0
11613,0
10264,0
7899,0
8979,0
5175,0
14761,1
14763,1
14769,1
12083,0
4509,1
4510,1
7869,0
4710,1
5316,0
11241,0
11559,0
12388,1
12440,1
12441,1
12484,1
12588,1
2101,1
9413,0
9432,0
9777,0
9917,0
10701,0
7505,0
9099,0
3745,1
4750,1
9494,0
661,1
4997,0
3500,1
3548,1
14057,1
9579,0
7659,0
1328,1
1222,1
2966,1
12471,1
8,1
8189,0
11100,0
6343,0
1903,1
11127,0
11311,0
1380,1
2542,1
51,1
8240,0
10620,0
1308,1
2715,1
2720,1
4260,1
3822,1
10737,0
2577,1
3029,1
3700,1
11538,0
11817,0
10166,0
417,1
6102,0
13363,1
13600,1
11050,0
12008,0
2871,1
13889,1
11631,0
8264,0
5905,0
7859,0
10681,0
12011,0
6251,0
12755,1
938,1
2832,1
6059,0
283,1
2727,1
10030,0
14119,1
4698,1
5000,0
10391,0
9874,0
9898,0
12000,0
989,1
5664,0
6384,0
8496,0
7404,0
6036,0
1736,1
4236,1
15128,1
3883,1
9935,0
120,1
6141,0
7367,0
380,1
2002,1
12315,0
3450,1
4243,1
8913,0
3820,1
6753,0
6592,0
4881,1
8884,0
1600,1
5309,0
5863,0
418,1
10177,0
5330,0
8683,0
12684,1
12741,1
12879,1
13163,1
13343,1
328,1
10951,0
11053,0
11147,0
11215,0
11352,0
9788,0
11329,0
4561,1
15029,1
137,1
5640,0
4066,1
4069,1
4961,0
7298,0
16,1
597,1
3034,1
3318,1
10608,0
11581,0
11688,0
2595,1
5817,0
6339,0
461,1
12544,1
14854,1
11434,0
1012,1
14922,1
139,1
10218,0
10333,0
12081,0
13454,1
4822,1
11711,0
4621,1
4635,1
2570,1
6079,0
7272,0
5464,0
9612,0
5684,0
10405,0
7484,0
2198,1
6171,0
6895,0
1684,1
4167,1
5414,0
5421,0
5498,0
6784,0
7086,0
7975,0
9119,0
9183,0
9222,0
6923,0
11582,0
9207,0
690,1
2151,1
3369,1
4860,1
10385,0
5703,0
8258,0
8520,0
4041,1
4089,1
4129,1
4230,1
14796,1
15040,1
10060,0
10231,0
2847,1
12767,1
7074,0
5820,0
7445,0
7682,0
3220,1
7769,0
8265,0
8356,0
4808,1
4905,1
6402,0
7900,0
14686,1
278,1
9946,0
9307,0
13111,1
6834,0
3779,1
11771,0
13901,1
3436,1
10346,0
927,1
1235,1
1932,1
4390,1
7048,0
7616,0
9971,0
6702,0
3876,1
3116,1
11478,0
12404,1
8513,0
7372,0
8400,0
11378,0
5310,0
11576,0
8164,0
763,1
767,1
768,1
770,1
774,1
789,1
794,1
9203,0
8437,0
6569,0
6653,0
3955,1
4291,1
7052,0
8304,0
3872,1
3970,1
3980,1
5176,0
9953,0
10818,0
14673,1
14674,1
7938,0
3273,1
13307,1
1465,1
14464,1
10578,0
7581,0
772,1
2693,1
5834,0
12246,0
4378,1
2973,1
3914,1
1823,1
3165,1
874,1
10656,0
8009,0
7964,0
3859,1
3863,1
5359,0
2157,1
2279,1
246,1
301,1
1130,1
10495,0
10499,0
12180,0
9079,0
3079,1
3191,1
8948,0
10343,0
3257,1
8953,0
14285,1
2435,1
12196,0
3857,1
3862,1
3898,1
4051,1
4053,1
4075,1
4118,1
4141,1
4418,1
4419,1
4420,1
4425,1
4426,1
4436,1
4452,1
4454,1
4465,1
4474,1
4483,1
4499,1
4517,1
4518,1
4554,1
10613,0
2264,1
7349,0
10019,0
6745,0
9189,0
5374,0
12571,1
8864,0
6217,0
11637,0
3870,1
12742,1
13023,1
13101,1
13281,1
13470,1
13585,1
13652,1
1055,1
176,1
4944,0
6279,0
9295,0
6748,0
1221,1
919,1
9554,0
12600,1
12961,1
13656,1
13657,1
13687,1
14797,1
15072,1
11893,0
413,1
10932,0
10986,0
11130,0
5177,0
14197,1
14198,1
12926,1
1449,1
12430,1
6817,0
10938,0
2135,1
13183,1
5348,0
12310,0
11565,0
1698,1
8014,0
2129,1
8582,0
10202,0
5583,0
5064,0
7742,0
10941,0
9828,0
10963,0
10616,0
8712,0
9373,0
11177,0
9211,0
1693,1
8608,0
4913,1
4976,0
94,1
10178,0
12111,0
3767,1
3768,1
6825,0
7824,0
4528,1
10804,0
1545,1
3738,1
1322,1
5681,0
11412,0
2917,1
8962,0
9487,0
2332,1
5655,0
1991,1
2346,1
13499,1
5562,0
5302,0
12167,0
7523,0
2936,1
884,1
12938,1
5869,0
8347,0
10121,0
12332,1
12442,1
12444,1
12545,1
6320,0
9523,0
10067,0
7940,0
7983,0
11492,0
11712,0
871,1
14818,1
15005,1
15006,1
15007,1
15008,1
8342,0
9532,0
9685,0
9825,0
4950,0
2718,1
2740,1
9735,0
10924,0
10991,0
5660,0
6669,0
4886,1
8270,0
527,1
8059,0
6623,0
8921,0
281,1
15102,1
7915,0
7669,0
133,1
915,1
9502,0
8697,0
752,1
7713,0
5101,0
7673,0
9077,0
7403,0
14126,1
13032,1
11713,0
4986,0
5766,0
9049,0
607,1
6117,0
4933,1
7927,0
8613,0
3929,1
4010,1
6884,0
10123,0
1680,1
8617,0
11170,0
13549,1
13595,1
13636,1
1581,1
6780,0
9093,0
7883,0
4391,1
4396,1
1798,1
6889,0
8667,0
12722,1
10278,0
6028,0
8061,0
6433,0
10174,0
4939,0
3021,1
3077,1
11646,0
5721,0
6385,0
7790,0
12145,0
44,1
10814,0
14156,1
14157,1
14167,1
14303,1
12056,0
5986,0
12317,0
11687,0
14017,1
8187,0
8203,0
9150,0
14913,1
14914,1
1389,1
1841,1
8616,0
472,1
473,1
2386,1
14381,1
14886,1
7313,0
6790,0
2738,1
2751,1
12593,1
10715,0
5876,0
9406,0
12237,0
3052,1
6944,0
6325,0
14798,1
14799,1
10901,0
8090,0
10471,0
759,1
883,1
10570,0
10891,0
6403,0
6492,0
6812,0
11769,0
490,1
1182,1
11140,0
11345,0
11364,0
12528,1
12547,1
12670,1
12714,1
12754,1
12817,1
12847,1
12848,1
12849,1
14037,1
14038,1
14108,1
14190,1
14248,1
14512,1
14514,1
14518,1
14631,1
14963,1
14966,1
4812,1
5604,0
13620,1
12084,0
6887,0
3746,1
2200,1
12049,0
7348,0
7923,0
11135,0
3089,1
3350,1
3356,1
3385,1
4411,1
229,1
141,1
5829,0
8237,0
558,1
2000,1
7799,0
1195,1
11420,0
5406,0
9332,0
10387,0
7077,0
10711,0
7822,0
4978,0
5919,0
2529,1
2533,1
2703,1
5488,0
5288,0
10116,0
6273,0
4951,0
6274,0
8640,0
2286,1
506,1
4009,1
5014,0
7850,0
10176,0
14373,1
14374,1
4734,1
109,1
5088,0
7497,0
6015,0
2474,1
12182,0
945,1
9882,0
890,1
4514,1
4515,1
5290,0
4231,1
5163,0
3041,1
6247,0
10850,0
12984,1
6981,0
11733,0
4709,1
13367,1
7105,0
13846,1
921,1
5192,0
2083,1
1187,1
4828,1
10061,0
9565,0
9814,0
1873,1
2214,1
10005,0
258,1
7408,0
12252,0
9182,0
3887,1
9658,0
4376,1
8343,0
3148,1
48,1
10946,0
11016,0
4679,1
10196,0
6495,0
2831,1
5417,0
13959,1
13533,1
2497,1
14822,1
13486,1
13604,1
13607,1
13625,1
13632,1
13639,1
13663,1
13664,1
13667,1
13672,1
13674,1
13675,1
13694,1
1309,1
107,1
867,1
14139,1
5373,0
14753,1
11636,0
14171,1
5780,0
11876,0
7018,0
5412,0
5935,0
7145,0
7539,0
8605,0
11732,0
13453,1
13476,1
13543,1
13715,1
13722,1
13760,1
6599,0
318,1
15048,1
13200,1
9706,0
526,1
827,1
2429,1
2605,1
2694,1
3136,1
12451,1
12573,1
12632,1
6928,0
4208,1
6426,0
8338,0
9330,0
535,1
6600,0
2576,1
1865,1
14159,1
184,1
2689,1
1321,1
5463,0
1807,1
1899,1
1934,1
2074,1
10156,0
13288,1
14127,1
14795,1
3207,1
10704,0
3323,1
5427,0
68,1
2419,1
13720,1
5912,0
2804,1
4299,1
10180,0
11895,0
1852,1
2591,1
6355,0
2869,1
845,1
12640,1
12657,1
12701,1
12708,1
12720,1
12794,1
12866,1
12645,1
12977,1
11567,0
10070,0
2668,1
9078,0
7785,0
13210,1
13219,1
10365,0
13977,1
4271,1
9358,0
10390,0
1290,1
9701,0
9122,0
6152,0
5740,0
7444,0
7536,0
12522,1
12765,1
13075,1
11328,0
2104,1
5606,0
7361,0
7422,0
9101,0
5185,0
9766,0
11830,0
5183,0
14223,1
2357,1
1364,1
2790,1
11543,0
1273,1
11624,0
14407,1
14408,1
14409,1
13153,1
6461,0
9500,0
14608,1
6737,0
11901,0
1088,1
1354,1
6307,0
9327,0
1938,1
910,1
7746,0
5672,0
2557,1
13298,1
3434,1
257,1
10519,0
7155,0
8614,0
6583,0
9468,0
9524,0
9552,0
9721,0
9734,0
9810,0
9842,0
11579,0
2278,1
5625,0
7792,0
10356,0
3467,1
13644,1
115,1
13172,1
7948,0
11459,0
7195,0
5122,0
11035,0
11221,0
11227,0
11319,0
11323,0
11367,0
12423,1
12438,1
12490,1
12550,1
12553,1
12576,1
12636,1
12655,1
12685,1
12864,1
12915,1
13161,1
13365,1
13591,1
1575,1
10050,0
10221,0
12139,0
14351,1
9067,0
6983,0
8560,0
900,1
385,1
8358,0
8710,0
7287,0
981,1
2461,1
2631,1
8477,0
8137,0
1427,1
3426,1
7853,0
10962,0
11566,0
6003,0
1089,1
4783,1
1448,1
10588,0
7609,0
6573,0
7012,0
10412,0
2985,1
2948,1
9196,0
2907,1
15026,1
5868,0
9602,0
11898,0
4144,1
6267,0
7033,0
7285,0
9969,0
4197,1
3663,1
1809,1
6998,0
2387,1
2637,1
2638,1
2639,1
2642,1
3081,1
53,1
4876,1
6345,0
11814,0
12283,0
9792,0
3401,1
13318,1
3025,1
3045,1
3761,1
13244,1
4714,1
8607,0
935,1
334,1
5770,0
5773,0
6362,0
7706,0
8825,0
9002,0
10059,0
10069,0
13503,1
13617,1
9251,0
5019,0
10556,0
6053,0
8070,0
10179,0
400,1
4891,1
152,1
1199,1
12284,0
5438,0
13759,1
9104,0
12383,1
6082,0
7225,0
7465,0
7897,0
8969,0
3056,1
6044,0
6472,0
7250,0
13255,1
3176,1
4809,1
5353,0
13580,1
13753,1
9396,0
12477,1
13067,1
3912,1
9149,0
987,1
2910,1
7793,0
12302,0
6852,0
13233,1
4697,1
5908,0
7093,0
2845,1
11643,0
1864,1
4219,1
2105,1
259,1
3260,1
11880,0
1495,1
7939,0
8389,0
2885,1
2594,1
13322,1
6049,0
1374,1
7322,0
7680,0
8295,0
5056,0
5065,0
5166,0
5169,0
5015,0
1339,1
143,1
4273,1
6197,0
8810,0
9830,0
9851,0
11402,0
1467,1
9198,0
12552,1
13855,1
5789,0
2276,1
4115,1
5687,0
7114,0
7307,0
8633,0
9672,0
9711,0
9806,0
9954,0
14395,1
14396,1
14397,1
14402,1
14403,1
14404,1
14405,1
14414,1
14415,1
14487,1
14488,1
14489,1
14490,1
14491,1
14492,1
14493,1
14494,1
14495,1
14496,1
14497,1
14498,1
14499,1
14500,1
14501,1
14502,1
14504,1
14505,1
14506,1
14507,1
14508,1
14620,1
14621,1
14812,1
14990,1
14991,1
14992,1
14993,1
14994,1
14995,1
14996,1
15018,1
9163,0
3696,1
6729,0
9289,0
7587,0
9156,0
14443,1
8935,0
1134,1
14346,1
6654,0
12162,0
12251,0
8511,0
8084,0
1869,1
1218,1
11376,0
7943,0
6993,0
3309,1
3311,1
6555,0
6482,0
4368,1
7395,0
8276,0
12158,0
13446,1
9750,0
11338,0
5521,0
6860,0
4851,1
5003,0
99,1
8385,0
12711,1
486,1
11425,0
4656,1
5862,0
7054,0
11413,0
2438,1
2671,1
1508,1
1312,1
5861,0
9113,0
4550,1
7091,0
9716,0
14355,1
2544,1
12172,0
5263,0
12055,0
8987,0
7316,0
2174,1
2249,1
2283,1
3742,1
8820,0
10251,0
7867,0
2801,1
10795,0
11249,0
12574,1
10114,0
5978,0
8593,0
6749,0
8590,0
4813,1
5635,0
7269,0
2627,1
177,1
11740,0
10285,0
11927,0
12144,0
12873,1
9897,0
12037,0
7650,0
5843,0
12502,1
13482,1
13192,1
13338,1
1955,1
3579,1
3580,1
3581,1
3584,1
3590,1
3595,1
5735,0
12249,0
2224,1
6564,0
8830,0
6162,0
14232,1
14367,1
3141,1
7300,0
7796,0
9272,0
12159,0
6029,0
7962,0
157,1
6672,0
9876,0
10181,0
11664,0
6144,0
7263,0
2525,1
10249,0
12262,0
5223,0
5229,0
3135,1
3818,1
1905,1
14269,1
14270,1
14276,1
12744,1
3186,1
5915,0
7995,0
10739,0
10745,0
12114,0
10118,0
5180,0
5195,0
3139,1
8001,0
5090,0
818,1
2250,1
4640,1
7231,0
8196,0
10813,0
12277,0
10577,0
15028,1
15035,1
15036,1
15037,1
6828,0
11657,0
280,1
5783,0
6675,0
2749,1
9980,0
2393,1
2394,1
11254,0
10480,0
5564,0
6977,0
1662,1
5477,0
7969,0
5722,0
958,1
5839,0
6496,0
7228,0
7276,0
9583,0
9729,0
666,1
5049,0
5240,0
14348,1
1612,1
758,1
2134,1
2136,1
2139,1
2267,1
5850,0
7022,0
1492,1
862,1
7672,0
9034,0
6690,0
10228,0
4948,0
705,1
1395,1
7837,0
1909,1
8419,0
5452,0
1147,1
6890,0
7296,0
2107,1
12954,1
887,1
11481,0
4659,1
5493,0
8672,0
6660,0
8106,0
6938,0
1944,1
4959,0
428,1
6636,0
2860,1
15027,1
10195,0
3229,1
6639,0
10598,0
2430,1
6645,0
14956,1
14957,1
8010,0
6139,0
6584,0
1010,1
8381,0
6724,0
2156,1
2208,1
2228,1
2950,1
1896,1
1920,1
2555,1
4088,1
5311,0
1355,1
7289,0
9428,0
2656,1
9492,0
10731,0
10919,0
10693,0
1266,1
1764,1
2222,1
5644,0
9490,0
9705,0
10427,0
7860,0
11649,0
1424,1
2779,1
7572,0
7200,0
7905,0
8871,0
1914,1
13036,1
4093,1
11726,0
750,1
1527,1
9551,0
1003,1
3152,1
1261,1
4552,1
1330,1
5686,0
2201,1
10112,0
244,1
11400,0
1224,1
6383,0
12764,1
784,1
408,1
10144,0
3066,1
5298,0
5345,0
5336,0
7423,0
9637,0
593,1
594,1
1657,1
2669,1
2704,1
2766,1
3120,1
3163,1
3244,1
3871,1
3965,1
4044,1
4064,1
4085,1
4105,1
4114,1
14042,1
14111,1
14112,1
14114,1
14115,1
14184,1
14186,1
14207,1
14209,1
14319,1
14740,1
14741,1
14742,1
14239,1
11452,0
12193,0
8307,0
10368,0
11297,0
12746,1
12974,1
5380,0
5904,0
6815,0
743,1
744,1
4017,1
7375,0
10153,0
10160,0
2961,1
2967,1
2979,1
2982,1
2984,1
3276,1
3280,1
8688,0
7432,0
521,1
10267,0
8147,0
9354,0
4372,1
8709,0
9571,0
9769,0
5072,0
9379,0
13174,1
3614,1
2787,1
8750,0
4781,1
11794,0
4522,1
14713,1
7803,0
3489,1
3492,1
3542,1
12278,0
11656,0
15,1
569,1
82,1
8768,0
11243,0
7773,0
10157,0
6540,0
8579,0
5906,0
5921,0
6292,0
8227,0
8156,0
8627,0
5482,0
9550,0
637,1
8454,0
12050,0
9147,0
10614,0
2193,1
2381,1
3950,1
5718,0
11593,0
4274,1
14070,1
9659,0
12090,0
2423,1
2573,1
10162,0
7952,0
5044,0
10241,0
12195,0
2117,1
2320,1
5270,0
12346,1
12560,1
12880,1
13246,1
13347,1
13371,1
13490,1
13491,1
13505,1
13523,1
448,1
6182,0
3969,1
3974,1
8775,0
9835,0
1660,1
2774,1
13122,1
13793,1
13335,1
12610,1
6188,0
6655,0
7356,0
1822,1
10619,0
10648,0
13392,1
3780,1
973,1
6839,0
1740,1
1787,1
7705,0
8020,0
9505,0
3132,1
10260,0
12909,1
1219,1
6239,0
9514,0
9625,0
12034,0
3671,1
5121,0
9717,0
466,1
6664,0
8738,0
7382,0
922,1
11811,0
3437,1
2079,1
6394,0
14310,1
9893,0
8220,0
8843,0
6244,0
7621,0
8859,0
11296,0
12463,1
12527,1
12704,1
12774,1
12875,1
12924,1
12962,1
13061,1
13157,1
13199,1
13287,1
13327,1
13328,1
13349,1
13374,1
13416,1
13492,1
13550,1
13553,1
13594,1
13598,1
13763,1
13782,1
13785,1
13823,1
13843,1
7761,0
499,1
10010,0
10076,0
14640,1
4063,1
464,1
1005,1
1670,1
4759,1
11728,0
959,1
2460,1
9484,0
9528,0
4164,1
6548,0
7080,0
1533,1
7719,0
10793,0
10817,0
10902,0
10918,0
10958,0
11024,0
11056,0
11073,0
11096,0
11174,0
11178,0
11231,0
11309,0
12357,1
12395,1
12554,1
4729,1
2509,1
409,1
5147,0
11892,0
11201,0
14295,1
14301,1
4047,1
12555,1
990,1
10287,0
8442,0
129,1
3953,1
9419,0
9609,0
9879,0
2415,1
2615,1
8505,0
4048,1
7546,0
8615,0
12012,0
4250,1
13732,1
14177,1
11572,0
7441,0
11124,0
12133,0
12134,0
12375,1
12376,1
12407,1
12408,1
12446,1
12485,1
12486,1
12487,1
12612,1
12694,1
12813,1
12814,1
11795,0
4586,1
13805,1
7035,0
2141,1
7384,0
9300,0
12088,0
1590,1
379,1
5799,0
6262,0
4815,1
11887,0
968,1
740,1
13236,1
1777,1
12198,0
2128,1
5217,0
187,1
2280,1
5939,0
5397,0
8943,0
13567,1
11827,0
1946,1
3594,1
1962,1
13797,1
1522,1
5035,0
9894,0
4068,1
1587,1
12062,0
1075,1
4484,1
4485,1
4493,1
4497,1
4519,1
4590,1
4594,1
1159,1
8453,0
9329,0
14004,1
14005,1
14006,1
773,1
8965,0
5333,0
1233,1
6062,0
12184,0
14652,1
9816,0
10959,0
2009,1
3501,1
4087,1
4280,1
10669,0
10950,0
10973,0
11027,0
11038,0
11091,0
11292,0
11312,0
11330,0
11348,0
11349,0
12331,1
2172,1
5744,0
11123,0
12204,0
1573,1
10652,0
8893,0
4466,1
4511,1
9202,0
8465,0
13961,1
13962,1
13963,1
13964,1
13965,1
13966,1
13967,1
13968,1
14541,1
14677,1
15062,1
15063,1
3604,1
1175,1
3101,1
2309,1
5381,0
7845,0
11622,0
11926,0
5472,0
6084,0
2012,1
7981,0
2843,1
105,1
10317,0
1226,1
10332,0
5100,0
2064,1
401,1
3566,1
8649,0
14885,1
14891,1
4708,1
2481,1
2027,1
2029,1
1132,1
1139,1
1288,1
5588,0
10534,0
6172,0
7377,0
8537,0
9641,0
9677,0
9865,0
12322,0
4366,1
4227,1
2495,1
12853,1
13158,1
13329,1
13337,1
13377,1
13417,1
13450,1
14824,1
14825,1
14826,1
14827,1
5881,0
5918,0
6674,0
7371,0
8371,0
9310,0
13958,1
9439,0
8424,0
12324,0
5753,0
6968,0
6055,0
3294,1
4470,1
4476,1
6236,0
8209,0
8814,0
9168,0
9680,0
2507,1
13085,1
10220,0
4430,1
7196,0
9170,0
6502,0
7184,0
7426,0
7675,0
1135,1
10826,0
2753,1
5462,0
9092,0
2392,1
2628,1
1154,1
1718,1
4792,1
3425,1
256,1
5755,0
1422,1
2442,1
2458,1
14788,1
394,1
13100,1
6395,0
6613,0
6811,0
10248,0
10452,0
2363,1
6665,0
8406,0
6476,0
3295,1
